Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
FAM214B,14.66,14.0428,15.3329,OK,protein_coding
COPZ2,18.8141,13.8992,15.9284,OK,protein_coding
PRKAR2B,0.160762,0.0951887,0.253555,OK,protein_coding
MSL3,0.459566,0.321396,0.662703,OK,protein_coding
CREBBP,5.21597,5.0355,5.43813,OK,protein_coding
BZRAP1,14.9272,14.7586,15.4521,OK,protein_coding
MPO,0.310736,0.246846,0.374626,OK,protein_coding
PON1,0.00690391,0.0,0.0694336,OK,protein_coding
GCFC2,0.768925,0.510108,1.01903,OK,protein_coding
WDR54,14.3823,13.488,15.2774,OK,protein_coding
CROT,0.333442,0.23699,0.45023,OK,protein_coding
ABCB4,0.420294,0.299731,0.539451,OK,protein_coding
MLL5,0.516073,0.400951,0.777984,OK,protein_coding
SOX8,5.28337,4.93503,5.63776,OK,protein_coding
IBTK,0.248548,0.189673,0.307624,OK,protein_coding
ZNF195,0.550349,0.412566,0.988414,OK,protein_coding
MYCBP2,0.752046,0.60086,0.902844,OK,protein_coding
FBXL3,0.924413,0.628993,1.15219,OK,protein_coding
ITGAL,4.24023,3.60553,4.72751,OK,protein_coding
PDK2,169.519,125.334,131.538,OK,protein_coding
ITGA3,124.446,122.272,126.627,OK,protein_coding
ZFX,0.441221,0.260608,0.621169,OK,protein_coding
LAMP2,2.92537,2.65461,3.19781,OK,protein_coding
GGNBP2,2.25665,2.0684,2.44476,OK,protein_coding
ITGA2B,2.68837,2.46108,2.91788,OK,protein_coding
ASB4,0.0367165,0.0,0.0975992,OK,protein_coding
GDE1,21.0321,18.8205,20.5924,OK,protein_coding
C19orf60,49.999,48.2026,52.331,OK,protein_coding
CRLF1,4.58951,3.84455,4.69889,OK,protein_coding
OSBPL7,8.72855,8.3698,9.15231,OK,protein_coding
TMEM98,23.0406,22.1639,24.1912,OK,protein_coding
YBX2,1.59724,1.38808,1.8064,OK,protein_coding
MAP3K14,13.353,12.9745,13.911,OK,protein_coding
ABCC8,2.75417,2.01071,2.88277,OK,protein_coding
CCL18,0.0312103,0.00660673,0.0528539,OK,protein_coding
CCL3,2.33051,1.95745,2.7047,OK,protein_coding
SYNRG,2.30935,2.11383,2.50905,OK,protein_coding
CACNG3,0.0820132,0.0538209,0.110475,OK,protein_coding
TMEM132A,53.2236,52.1824,55.4531,OK,protein_coding
AP2B1,11.0757,10.8213,11.522,OK,protein_coding
TAC1,0.539471,0.360851,0.720479,OK,protein_coding
ZNF263,11.1434,10.2259,11.3689,OK,protein_coding
CX3CL1,80.4718,80.4131,82.9526,OK,protein_coding
SPATA20,181.172,180.238,187.005,OK,protein_coding
CACNA1G,0.189017,0.13545,0.251248,OK,protein_coding
TNFRSF12A,17.7643,16.6868,18.8496,OK,protein_coding
DLX6,0.0686553,0.00832649,0.131021,OK,protein_coding
MAP3K9,1.29357,1.15078,1.43885,OK,protein_coding
RALA,1.41746,1.09177,1.75938,OK,protein_coding
BAIAP2L1.1,3.76591,3.53802,3.99429,OK,protein_coding
JHDM1D,0.0965959,0.0440752,0.148983,OK,protein_coding
ETV1,0.182951,0.0464859,0.381748,OK,protein_coding
AGK,1.98788,1.57161,2.26629,OK,protein_coding
ALDH3B1,46.4493,45.5767,47.8643,OK,processed_transcript
TTC22,4.17348,3.88781,4.46265,OK,protein_coding
PHTF2,0.144615,0.0790695,0.234148,OK,protein_coding
CCL26,6.26963,5.41672,7.12319,OK,protein_coding
FARP2,12.2189,10.9526,13.5045,OK,protein_coding
USH1C,0.374111,0.242651,0.524333,OK,protein_coding
GGCT,3.16303,2.79286,3.53356,OK,protein_coding
DBF4,0.0892109,0.0409875,0.197134,OK,protein_coding
TBXA2R,1.34997,1.19744,1.50222,OK,protein_coding
IFRD1,1.13352,0.978332,1.28876,OK,protein_coding
LGALS14,0.0152368,0.0,0.0761852,OK,protein_coding
COX10,2.40926,2.19495,2.63502,OK,protein_coding
GTF2IRD1,58.4815,57.167,60.6438,OK,protein_coding
PAF1,118.51,118.315,122.165,OK,protein_coding
VPS41,0.611459,0.507951,0.873176,OK,protein_coding
ARHGAP44,10.4933,9.77704,10.6693,OK,protein_coding
ELAC2,44.7982,43.4296,46.1966,OK,protein_coding
SCIN,0.14204,0.090792,0.268203,OK,protein_coding
ARSD,7.76791,7.42697,8.10979,OK,protein_coding
PNPLA4,5.35122,4.68678,6.01495,OK,protein_coding
MYH13,0.0468411,0.028709,0.0658885,OK,protein_coding
ADIPOR2,3.79598,3.5374,4.08199,OK,protein_coding
CDKL3,0.541623,0.285315,0.798199,OK,protein_coding
UPP2,0.0129956,0.0,0.0518308,OK,protein_coding
PRSS21,0.10979,0.0365965,0.185954,OK,protein_coding
MARK4,48.333,47.2374,49.434,OK,protein_coding
PROM1,0.314607,0.210951,0.514513,OK,protein_coding
CCDC124,146.114,114.372,119.907,OK,protein_coding
CEACAM21,1.21458,0.812398,1.37992,OK,protein_coding
PAFAH1B1,4.76102,4.41742,5.11109,OK,protein_coding
NOS2,1.9174,1.76738,2.06753,OK,protein_coding
DNAH9,0.056343,0.031314,0.0826065,OK,protein_coding
KIAA0100,25.044,24.8274,25.8419,OK,protein_coding
SLC13A2,0.0563102,0.0152732,0.0991408,OK,protein_coding
GAS7,15.0078,14.9072,15.5554,OK,protein_coding
TRAPPC6A,14.5028,10.2456,12.1074,OK,protein_coding
MATK,1.77674,1.58447,1.9696,OK,protein_coding
CEACAM7,0.00765267,0.0,0.047605,OK,protein_coding
CD79B,3.03812,2.54991,3.50354,OK,protein_coding
SCN4A,0.227828,0.195007,0.261131,OK,protein_coding
ST7L,5.07038,4.38976,5.77673,OK,protein_coding
TKTL1,0.24579,0.142762,0.392925,OK,protein_coding
PAX6,32.5265,30.7644,34.316,OK,protein_coding
RPUSD1,37.8975,36.6828,39.4629,OK,protein_coding
RHBDF1,58.1761,54.1762,57.0108,OK,protein_coding
LUC7L,13.6155,10.9695,12.5957,OK,protein_coding
CACNA2D2,24.9585,24.4279,25.4915,OK,protein_coding
BAIAP3,3.99643,3.20008,4.07676,OK,protein_coding
C16orf42,48.7687,47.1926,51.042,OK,protein_coding
PIGQ,90.9724,88.4642,93.4912,OK,protein_coding
CRAMP1L,4.52588,4.16754,4.97769,OK,protein_coding
TEAD3,100.79,99.4584,104.423,OK,protein_coding
SELE,0.0109811,0.0,0.0662733,OK,protein_coding
DNAJC11,25.3486,24.6264,26.2448,OK,protein_coding
FMO3,1.43367,1.21176,1.65519,OK,protein_coding
MYLIP,1.15845,1.01041,1.30767,OK,protein_coding
E2F2,0.0705334,0.0333192,0.112476,OK,protein_coding
PSMB1,21.5002,20.3241,22.7773,OK,protein_coding
SYN1,1.73779,1.58431,1.8958,OK,protein_coding
JARID2,1.34096,1.22015,1.4769,OK,protein_coding
CDKL5,0.0342641,0.00759536,0.06051,OK,protein_coding
CAMK1G,0.673084,0.538763,0.81024,OK,protein_coding
CDK11A,80.2358,77.7129,83.9734,OK,protein_coding
NADK,49.048,44.5326,47.5133,OK,protein_coding
TFAP2B,2.70609,2.4102,3.00323,OK,protein_coding
TFAP2D,0.00580029,0.0,0.0425008,OK,protein_coding
DLEC1,1.03193,0.886868,1.21627,OK,protein_coding
CYTH3,20.2156,19.7325,20.7,OK,protein_coding
ADAM22,0.106777,0.061739,0.201505,OK,protein_coding
SYPL1,0.861836,0.699481,1.02541,OK,protein_coding
CYB561,39.5987,38.9423,41.0273,OK,protein_coding
SPAG9,1.86201,1.34057,2.40142,OK,protein_coding
CELSR3,0.390434,0.305844,0.478372,OK,protein_coding
AASS,0.608064,0.49542,0.720532,OK,protein_coding
PLEKHG6,1.38352,1.20244,1.56473,OK,protein_coding
SS18L2,2.68706,2.27337,3.09998,OK,protein_coding
MPND,33.7651,32.6876,35.2081,OK,protein_coding
MGST1,1.81321,1.24934,2.05519,OK,protein_coding
CRY1,0.539198,0.424117,0.654315,OK,protein_coding
PGLYRP1,0.246211,0.129044,0.350261,OK,protein_coding
NFIX,72.9832,72.9403,75.1997,OK,protein_coding
ST3GAL1,19.3017,18.5966,20.0078,OK,protein_coding
MMP25,0.839527,0.707235,0.972389,OK,protein_coding
IL32,26.8901,25.3362,28.6428,OK,protein_coding
PKD1,281.147,278.76,290.112,OK,protein_coding
MAPK8IP2,9.43808,8.97225,9.94303,OK,protein_coding
MED24,51.1854,49.1122,51.8904,OK,protein_coding
RHOBTB2,97.9722,89.551,92.6143,OK,protein_coding
HEATR5B,0.265933,0.188101,0.343762,OK,protein_coding
SEC62,2.87422,2.2563,3.15884,OK,protein_coding
RPS20,216.659,212.014,221.3,OK,protein_coding
CSDE1,5.1244,4.80857,5.44425,OK,protein_coding
UBE3C,0.982717,0.809959,1.15742,OK,protein_coding
REV3L,0.40518,0.272898,0.538727,OK,protein_coding
ODZ1,0.0593584,0.040032,0.108414,OK,protein_coding
PAX7,0.0116112,0.0,0.0315696,OK,protein_coding
MASP2,0.0599023,0.0143457,0.121947,OK,protein_coding
IYD,0.128517,0.0636958,0.230093,OK,protein_coding
FAM76A,0.373039,0.242536,0.503284,OK,protein_coding
TRAF3IP3,1.17401,0.85861,1.37565,OK,protein_coding
POMT2,17.0123,15.7478,18.2957,OK,protein_coding
VTA1,0.381955,0.258676,0.507922,OK,protein_coding
MLXIPL,8.33283,7.40108,8.81269,OK,protein_coding
BAZ1B,9.99943,9.7264,10.4108,OK,protein_coding
RANBP9,1.46538,1.26404,1.66485,OK,protein_coding
ETV7,2.62601,2.33178,2.92461,OK,protein_coding
C1orf124,0.199266,0.116571,0.288922,OK,protein_coding
METTL13,6.65258,6.24707,7.05754,OK,protein_coding
DYRK4,8.37854,7.40496,9.39099,OK,protein_coding
ZNF207,3.39905,3.12203,3.67614,OK,protein_coding
UQCRC1,122.407,119.2,125.59,OK,protein_coding
STARD3NL,0.598112,0.441227,0.754977,OK,protein_coding
CD9,9.02007,8.32408,9.72073,OK,protein_coding
HHATL,56.9707,54.6047,59.3566,OK,protein_coding
NCAPD2,12.0563,11.2591,12.421,OK,protein_coding
IFFO1,40.4464,39.4936,41.9674,OK,protein_coding
GIPR,1.20947,1.04499,1.37624,OK,protein_coding
PHF7,2.78085,1.93354,2.87679,OK,protein_coding
SEMA3G,9.15062,8.57217,9.73582,OK,protein_coding
NISCH,121.472,116.374,120.469,OK,protein_coding
STAB1,103.748,102.68,107.333,OK,protein_coding
FUZ,49.6787,46.1249,49.9025,OK,protein_coding
SLC6A13,43.0659,41.1132,43.8943,OK,protein_coding
IDS,11.3315,10.6045,12.0989,OK,protein_coding
PRSS3,1.97066,1.64426,2.29721,OK,protein_coding
ZNF200,0.122479,0.0814894,0.16324,OK,protein_coding
CD4,46.0878,45.8139,47.7232,OK,protein_coding
LRRC23,8.51495,7.83219,9.22999,OK,protein_coding
BTK,0.476391,0.320458,0.632711,OK,protein_coding
HFE,1.44702,1.24656,1.64757,OK,protein_coding
SCMH1,66.7497,61.6053,66.0211,OK,protein_coding
FYN,50.4739,48.1379,52.9117,OK,protein_coding
HIVEP2,0.877555,0.805772,1.19111,OK,protein_coding
FMO1,0.814687,0.657471,0.972026,OK,protein_coding
TCEB3,2.24995,2.1113,2.38674,OK,protein_coding
LYPLA2,47.895,46.6463,49.142,OK,protein_coding
CLCN6,7.05976,6.62987,7.49028,OK,protein_coding
MRC2,69.8952,69.871,71.9745,OK,protein_coding
NME2,117.16,114.823,121.732,OK,protein_coding
SLC6A7,0.0321585,0.00233948,0.0708334,OK,protein_coding
TSPAN9,43.8155,43.0122,45.4118,OK,protein_coding
BTBD7,0.752131,0.608356,0.935977,OK,protein_coding
APBA3,27.384,26.7777,28.5361,OK,protein_coding
MKS1,4.2671,3.94786,4.58767,OK,protein_coding
ABHD5,0.87763,0.684028,1.07307,OK,protein_coding
KAL1,1.05803,0.798204,1.31903,OK,protein_coding
AKAP8L,118.985,106.47,110.074,OK,protein_coding
MBTD1,0.0920185,0.0420811,0.14368,OK,protein_coding
UTP18,1.92418,1.64363,2.20522,OK,protein_coding
RNF216,18.0937,17.8418,18.7893,OK,protein_coding
TTC19,4.62001,4.22217,5.02042,OK,protein_coding
PTBP1,102.414,102.569,105.395,OK,protein_coding
DPF1,0.408457,0.264679,0.55595,OK,protein_coding
SYT7,2.40323,2.17546,2.60918,OK,protein_coding
LARS2,4.77306,4.47057,5.07628,OK,protein_coding
PIK3C2A,0.181052,0.136099,0.286396,OK,protein_coding
PLAUR,9.62978,9.01737,10.2637,OK,protein_coding
ANLN,0.0465796,0.0,0.210215,OK,protein_coding
WIZ,39.4748,39.0436,40.7989,OK,protein_coding
RABGAP1,2.44181,2.19964,2.68791,OK,protein_coding
DCN,33.5407,31.2988,33.7039,OK,protein_coding
QPCTL,15.9889,15.5262,16.7508,OK,protein_coding
PPP5C,64.6201,63.3268,66.5636,OK,protein_coding
CEP68,5.38623,4.77751,5.53463,OK,protein_coding
MAP4K3,0.264406,0.0869415,0.564322,OK,protein_coding
ZBTB32,0.240594,0.160453,0.320829,OK,protein_coding
TYROBP,18.1943,16.7314,19.6954,OK,protein_coding
TMEM159,3.49876,3.18729,3.81189,OK,protein_coding
GABRA3,0.107267,0.0373915,0.281697,OK,protein_coding
BRCA1,0.546847,0.336895,0.791208,OK,protein_coding
ERCC1,36.6908,35.7293,38.2479,OK,protein_coding
CD22,1.81089,1.64408,1.97895,OK,protein_coding
SEMA3B,319.824,316.495,323.167,OK,polymorphic_pseudogene
MBTPS2,0.0888561,0.062522,0.11518,OK,protein_coding
PRICKLE3,13.7137,12.9442,14.5286,OK,protein_coding
LTF,3.35561,2.9971,3.73264,OK,protein_coding
EXTL3,61.1174,60.5018,62.8275,OK,protein_coding
ELOVL5,1.27554,1.04658,1.51739,OK,protein_coding
ALOX5,14.2374,13.1532,15.2955,OK,protein_coding
KDM5D,1.82814,1.54881,2.0816,OK,protein_coding
CALCOCO1,168.132,167.664,173.284,OK,protein_coding
UBR7,0.759944,0.607397,0.912851,OK,protein_coding
MAP4K5,0.337476,0.115751,0.59843,OK,protein_coding
EHD3,10.3744,10.0477,10.8389,OK,protein_coding
PSMC4,52.9571,51.1786,55.0462,OK,protein_coding
MAN2B2,45.3061,45.0249,46.8171,OK,protein_coding
SLC7A14,0.223839,0.0527617,0.397644,OK,protein_coding
CLDN11,2.12608,1.72262,2.26281,OK,protein_coding
SLC25A39,187.909,187.311,193.608,OK,protein_coding
MVP,447.324,449.505,459.369,OK,protein_coding
NUB1,22.8382,21.7951,24.0817,OK,protein_coding
PGM3,0.529523,0.328867,0.73174,OK,protein_coding
RWDD2A,1.753,1.51208,1.99484,OK,protein_coding
CLK1,3.58532,2.52465,3.54106,OK,protein_coding
POLR3B,0.145261,0.086287,0.205214,OK,protein_coding
ANGEL1,12.0022,11.4915,12.5124,OK,protein_coding
RNF14,0.99953,0.715446,1.31956,OK,protein_coding
DNASE1L1,55.4995,54.0573,57.8148,OK,protein_coding
DDX11,28.3874,26.6153,30.1982,OK,protein_coding
HEBP1,20.6891,16.836,18.7566,OK,protein_coding
GPRC5A,7.6291,6.71506,8.31324,OK,protein_coding
MAMLD1,1.01792,0.865299,1.17086,OK,protein_coding
CD6,1.94624,1.61757,2.24372,OK,protein_coding
TACC3,7.40498,6.97208,7.83794,OK,protein_coding
UFL1,0.278723,0.124733,0.418702,OK,protein_coding
POLA2,11.067,10.289,11.8502,OK,protein_coding
ZC3H3,18.0278,15.536,17.0097,OK,protein_coding
CAPN1,171.973,171.102,177.349,OK,protein_coding
ACPP,0.242684,0.142459,0.396392,OK,protein_coding
MDH1,15.5418,14.5367,16.5978,OK,protein_coding
SLC30A9,0.345893,0.259132,0.43406,OK,protein_coding
MTMR11,6.0522,5.61387,6.48449,OK,protein_coding
COX15,3.84474,3.14474,3.95615,OK,protein_coding
CCDC88C,10.9225,10.2049,11.4622,OK,protein_coding
YAF2,1.44147,1.00288,1.87964,OK,protein_coding
ZMYND11,1.60617,1.42141,1.83501,OK,protein_coding
WAS,11.336,10.7502,11.9205,OK,protein_coding
DPEP1,0.229177,0.121839,0.371124,OK,protein_coding
BID,2.75384,2.31323,3.19422,OK,protein_coding
MATR3,3.5808,3.11488,4.46309,OK,protein_coding
NPC1L1,0.0961911,0.0667998,0.125678,OK,protein_coding
XYLT2,34.276,33.47,35.6104,OK,protein_coding
RGPD5,1.20325,0.561976,1.19929,OK,protein_coding
STMN4,0.649358,0.483479,0.81517,OK,protein_coding
NUDCD3,68.5709,61.8351,65.8691,OK,protein_coding
ISL1,0.0284796,0.0,0.0568931,OK,protein_coding
CHDH,12.2367,11.8698,12.7989,OK,protein_coding
IL20RA,2.11948,1.82617,2.39088,OK,protein_coding
CLCA4,0.0,0.0,0.0417494,OK,protein_coding
GLT8D1,7.03369,6.36513,7.70791,OK,protein_coding
ATP2C1,1.31958,0.986221,1.66134,OK,protein_coding
SRCIN1,3.26727,3.07613,3.46614,OK,protein_coding
IGF1,0.380194,0.166307,0.593694,OK,protein_coding
SLC38A5,4.75761,4.10188,5.35962,OK,protein_coding
MAGIX,6.2648,5.6899,6.84201,OK,protein_coding
RALBP1,11.2348,10.9393,11.7166,OK,protein_coding
RUFY3,5.78886,4.77544,6.25859,OK,protein_coding
CNTN1,0.666937,0.470558,0.843938,OK,protein_coding
SLC11A1,30.8078,28.1611,33.0887,OK,protein_coding
WWTR1,6.21912,4.42212,5.6869,OK,protein_coding
AGPS,0.057965,0.020824,0.118548,OK,protein_coding
CXorf56,3.60092,3.24662,3.96237,OK,protein_coding
ATP1A2,257.786,253.964,259.903,OK,protein_coding
TTC27,0.215978,0.144808,0.350055,OK,protein_coding
ZNF582,0.196327,0.137093,0.255146,OK,protein_coding
VSIG2,0.377133,0.235933,0.506938,OK,protein_coding
PHLDB1,130.476,128.928,135.362,OK,protein_coding
MARCO,6.0721,5.62596,6.53329,OK,protein_coding
CYP24A1,0.0657676,0.0200162,0.156442,OK,protein_coding
PRDM11,10.1373,9.40432,10.8812,OK,protein_coding
SYT13,0.416764,0.339902,0.496577,OK,protein_coding
SNAI2,0.473308,0.375056,0.574588,OK,protein_coding
CD74,1123.08,1131.95,1151.41,OK,protein_coding
HGF,1.1625,0.857827,1.46855,OK,protein_coding
ZRANB1,0.557311,0.496116,0.618536,OK,protein_coding
NCDN,48.2021,47.0645,49.9414,OK,protein_coding
GPR124,50.475,48.666,50.4223,OK,protein_coding
CCT8L1P,0.0178385,0.0,0.0481015,OK,pseudogene
ZFP64,2.92516,2.68165,3.17774,OK,protein_coding
MNAT1,3.27393,2.53143,4.02038,OK,protein_coding
SAMD4A,2.75379,2.50541,3.03536,OK,protein_coding
RUNX3,2.33195,2.01131,2.65366,OK,protein_coding
MRE11A,0.0875841,0.0404141,0.227002,OK,protein_coding
PLEKHB1,84.5738,81.3468,85.4742,OK,protein_coding
SERPINB1,7.08993,6.5771,7.60349,OK,protein_coding
CYP3A43,0.14119,0.0667588,0.349749,OK,protein_coding
SLC7A9,0.144945,0.0888554,0.197456,OK,protein_coding
SPAST,0.112706,0.0836787,0.142433,OK,protein_coding
NRXN3,0.458871,0.326852,0.62461,OK,protein_coding
OSBPL5,115.318,108.792,112.632,OK,protein_coding
AQR,0.309982,0.195663,0.424453,OK,protein_coding
CPS1,0.123723,0.0779478,0.278054,OK,protein_coding
C8B,0.00476596,0.0,0.0983223,OK,protein_coding
FHL1,61.2009,60.0179,63.5643,OK,protein_coding
C20orf43,18.6411,16.1604,17.7952,OK,protein_coding
NLRP2,0.983201,0.818102,1.14801,OK,protein_coding
SLC45A4,12.1996,10.9044,12.0118,OK,protein_coding
RNF10,118.336,115.286,122.877,OK,protein_coding
ZNF839,10.4914,9.28711,10.3692,OK,protein_coding
ZDHHC6,3.63627,3.12333,4.1488,OK,protein_coding
GRAMD1B,20.6044,20.251,21.3855,OK,protein_coding
RNH1,564.123,566.412,579.13,OK,protein_coding
NDUFS1,4.31349,3.83663,4.62823,OK,protein_coding
RB1CC1,0.121036,0.084317,0.27231,OK,protein_coding
ERP44,1.49422,1.34976,1.61106,OK,protein_coding
ALAS1,27.7176,27.0736,28.956,OK,protein_coding
BIRC3,0.161836,0.0837281,0.255821,OK,protein_coding
AKAP11,0.0363192,0.0255898,0.0476501,OK,protein_coding
GLRX2,5.61204,4.95418,6.27129,OK,protein_coding
SNAPC1,0.163617,0.117673,0.210385,OK,protein_coding
DERA,1.9135,1.55802,2.28068,OK,protein_coding
STRAP,6.07301,5.51607,6.63152,OK,protein_coding
ABCC2,0.210997,0.0789393,0.341899,OK,protein_coding
DEF6,9.2542,8.76501,9.74559,OK,protein_coding
PLEKHO1,170.519,155.516,161.323,OK,protein_coding
GCLM,0.803528,0.560496,1.04653,OK,protein_coding
UBR2,0.395031,0.343819,0.446298,OK,protein_coding
EHD2,54.5823,54.159,56.3936,OK,protein_coding
CCDC28A,2.14152,1.86631,2.41921,OK,protein_coding
RRAGD,2.42769,2.1011,2.7562,OK,protein_coding
HSF2,0.150565,0.0896211,0.215047,OK,protein_coding
PHF20,1.49004,1.31787,1.69573,OK,protein_coding
HSD17B6,0.977222,0.590242,1.37211,OK,protein_coding
NR1H3,19.8848,18.5959,21.2449,OK,protein_coding
TYMP,87.6434,77.5343,80.7502,OK,protein_coding
NCAPH2,85.7425,81.8659,86.0896,OK,protein_coding
TOMM34,15.9647,13.9949,15.4839,OK,protein_coding
SEC63,1.00194,0.847466,1.15648,OK,protein_coding
KPNA6,8.00215,7.82397,8.33948,OK,protein_coding
VIM,1254.74,1267.9,1280.68,OK,protein_coding
RTEL1,14.2035,13.8689,14.8391,OK,protein_coding
FAS,2.26715,1.8535,2.68367,OK,protein_coding
RNASET2,28.3499,26.8835,29.9282,OK,protein_coding
CD44,30.4659,28.9372,32.3074,OK,protein_coding
KCNG1,12.711,11.9903,13.4441,OK,protein_coding
AGPAT4,2.34112,2.02195,2.66236,OK,protein_coding
SLAMF7,0.252838,0.155293,0.370082,OK,protein_coding
BTN3A1,3.15816,2.93523,3.3809,OK,protein_coding
MIPEP,2.40893,1.97881,2.65936,OK,protein_coding
PRKCH,0.859397,0.747697,1.45643,OK,protein_coding
INSRR,0.588443,0.524736,0.651633,OK,protein_coding
IFNGR1,1.56084,1.34816,1.77643,OK,protein_coding
B4GALT7,38.4942,35.0015,37.6272,OK,protein_coding
SH2D2A,9.21985,7.54179,9.15407,OK,protein_coding
VRK2,0.256416,0.160128,0.351124,OK,protein_coding
