Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
RALBP1,18.0412,17.0521,19.0558,OK,protein_coding
RUFY3,7.12471,5.7912,8.4565,OK,protein_coding
CNTN1,0.979297,0.543787,1.41246,OK,protein_coding
SLC11A1,26.2622,21.9561,29.9702,OK,protein_coding
WWTR1,6.30177,4.50571,7.25001,OK,protein_coding
AGPS,0.0315053,0.0,0.231148,OK,protein_coding
CXorf56,6.84974,5.99306,7.70589,OK,protein_coding
ATP1A2,380.168,355.158,372.344,OK,protein_coding
TTC27,0.993756,0.321415,1.66622,OK,protein_coding
ZNF582,0.241976,0.118476,0.355429,OK,protein_coding
VSIG2,1.0279,0.622271,1.42233,OK,protein_coding
PHLDB1,215.415,207.992,226.238,OK,protein_coding
MARCO,1.06594,0.560379,1.58013,OK,protein_coding
PRDM11,24.8213,22.5285,27.1162,OK,protein_coding
SYT13,4.26707,3.75122,4.78237,OK,protein_coding
SNAI2,0.752069,0.519288,0.984856,OK,protein_coding
CD74,176.352,170.255,184.652,OK,protein_coding
HGF,0.34967,0.0733396,0.879421,OK,protein_coding
ZRANB1,0.695027,0.535809,0.858363,OK,protein_coding
NCDN,65.057,62.3788,68.193,OK,protein_coding
GPR124,159.254,152.818,159.702,OK,protein_coding
CCT8L1P,0.0119493,0.0,0.0915845,OK,pseudogene
ZFP64,11.5359,10.114,12.9797,OK,protein_coding
MNAT1,2.71973,0.812996,4.62459,OK,protein_coding
SAMD4A,4.60331,3.61648,5.66882,OK,protein_coding
RUNX3,2.31524,1.70672,2.93638,OK,protein_coding
MRE11A,0.177853,0.0,0.636247,OK,protein_coding
PLEKHB1,56.4099,47.4874,54.2123,OK,protein_coding
SERPINB1,2.49205,1.87807,3.10779,OK,protein_coding
CYP3A43,0.0921578,0.0,0.675969,OK,protein_coding
SLC7A9,0.773256,0.499128,1.03665,OK,protein_coding
SPAST,0.153018,0.0897272,0.220881,OK,protein_coding
NRXN3,0.587593,0.157048,1.20684,OK,protein_coding
OSBPL5,80.7986,75.7262,85.7921,OK,protein_coding
AQR,0.0945503,0.0295458,0.351267,OK,protein_coding
CPS1,0.167886,0.0883049,0.753294,OK,protein_coding
C8B,0.0,0.0,0.369525,OK,protein_coding
FHL1,84.1324,80.0435,88.6595,OK,protein_coding
C20orf43,11.2457,9.47161,12.3791,OK,protein_coding
GABRA1,0.00436264,0.0,0.374484,OK,protein_coding
NLRP2,1.61584,1.03451,2.19554,OK,protein_coding
SLC45A4,11.2709,10.2816,12.262,OK,protein_coding
RNF10,158.15,149.58,167.291,OK,protein_coding
ZNF839,10.066,8.88131,11.1187,OK,protein_coding
ZDHHC6,1.63983,0.995602,2.3056,OK,protein_coding
GRAMD1B,30.7124,29.3027,32.1407,OK,protein_coding
RNH1,376.119,369.867,389.699,OK,protein_coding
NDUFS1,5.15606,4.16392,6.01634,OK,protein_coding
RB1CC1,0.113986,0.0,0.668048,OK,protein_coding
ERP44,1.37835,1.16335,1.59085,OK,protein_coding
ALAS1,17.1792,15.6968,18.6759,OK,protein_coding
BIRC3,0.507051,0.0814996,1.0248,OK,protein_coding
AKAP11,0.0351553,0.0137264,0.0583372,OK,protein_coding
GLRX2,1.0501,0.514228,1.58985,OK,protein_coding
SNAPC1,0.134649,0.0551397,0.206774,OK,protein_coding
DERA,1.19735,0.664149,1.97811,OK,protein_coding
STRAP,6.81869,5.84304,7.81635,OK,protein_coding
ABCC2,0.0398352,0.0,0.215758,OK,protein_coding
DEF6,8.01969,7.10619,8.93545,OK,protein_coding
PLEKHO1,126.122,109.469,119.974,OK,protein_coding
GCLM,0.249406,0.11658,0.459151,OK,protein_coding
UBR2,0.743311,0.594383,0.892592,OK,protein_coding
EHD2,91.235,89.3652,94.9587,OK,protein_coding
DEPDC1,0.0924026,0.0,0.312882,OK,protein_coding
CCDC28A,1.68222,1.24271,2.12447,OK,protein_coding
RRAGD,2.35888,1.69544,3.02278,OK,protein_coding
HSF2,0.0864547,0.0,0.291855,OK,protein_coding
PHF20,3.52587,2.44236,4.61721,OK,protein_coding
HSD17B6,0.642455,0.358863,1.30851,OK,protein_coding
NR1H3,44.7854,41.1382,48.6264,OK,protein_coding
TYMP,24.5049,21.12,25.1022,OK,protein_coding
NCAPH2,69.6267,64.062,70.7533,OK,protein_coding
TOMM34,13.1079,11.2017,13.7918,OK,protein_coding
SEC63,1.28568,0.799755,1.90972,OK,protein_coding
KPNA6,5.29755,4.93851,5.74641,OK,protein_coding
VIM,2510.6,2318.81,2361.02,OK,protein_coding
RTEL1,20.251,19.259,21.4178,OK,protein_coding
FAS,1.96122,1.10689,2.84625,OK,protein_coding
RNASET2,31.5064,29.0332,34.0733,OK,protein_coding
CD44,14.7453,12.3823,17.8524,OK,protein_coding
KCNG1,17.997,16.3493,19.6423,OK,protein_coding
AGPAT4,7.25956,6.29787,8.25744,OK,protein_coding
SLAMF7,0.37848,0.0937627,0.707066,OK,protein_coding
BTN3A1,7.02144,6.19804,7.84249,OK,protein_coding
MIPEP,3.56007,2.3523,4.59079,OK,protein_coding
PRKCH,2.26002,1.6123,4.60037,OK,protein_coding
INSRR,0.720133,0.586853,0.853605,OK,protein_coding
IFNGR1,1.25481,0.668672,1.84077,OK,protein_coding
B4GALT7,36.8162,33.6666,38.6748,OK,protein_coding
SH2D2A,2.69504,1.77937,3.41176,OK,protein_coding
VRK2,0.482289,0.201558,0.763753,OK,protein_coding
TNFRSF1B,29.5312,27.1361,31.951,OK,protein_coding
VEZT,1.31741,1.20631,3.25723,OK,protein_coding
POU2F2,3.53659,1.39997,6.42645,OK,protein_coding
BRD9,22.3825,20.0529,24.7714,OK,protein_coding
SNX1,22.6078,20.924,24.2913,OK,protein_coding
TBPL1,0.228211,0.0,1.13921,OK,protein_coding
ARNTL2,0.0712424,0.0147398,0.379367,OK,protein_coding
BCLAF1,0.578756,0.331981,1.19176,OK,protein_coding
SLC39A9,2.4467,2.01757,2.87874,OK,protein_coding
