Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
RALBP1,18.4647,18.2735,19.1176,OK,protein_coding
RUFY3,27.2185,24.7895,26.9794,OK,protein_coding
CNTN1,44.8518,41.5914,43.7968,OK,protein_coding
SLC11A1,23.5357,20.768,23.7142,OK,protein_coding
WWTR1,29.6058,27.4351,28.7742,OK,protein_coding
AGPS,5.48751,5.1547,5.82017,OK,protein_coding
ZNF806,0.0123057,0.0,0.0258749,OK,pseudogene
CXorf56,10.8081,10.1649,11.4553,OK,protein_coding
ATP1A2,15.8138,15.1939,16.373,OK,protein_coding
TTC27,5.36314,5.09533,5.63266,OK,protein_coding
ZNF582,1.24982,1.05171,1.331,OK,protein_coding
VSIG2,17.4573,14.1708,15.5984,OK,protein_coding
PHLDB1,32.2586,31.4678,33.6907,OK,protein_coding
MARCO,28.5559,27.5634,29.933,OK,protein_coding
CYP24A1,17.6886,15.2107,17.0009,OK,protein_coding
PRDM11,2.91575,2.62242,3.20997,OK,protein_coding
SYT13,0.262318,0.213032,0.31311,OK,protein_coding
SNAI2,15.8558,15.4032,16.5403,OK,protein_coding
CD74,515.915,520.013,529.484,OK,protein_coding
HGF,1.93466,1.70079,2.17392,OK,protein_coding
ZRANB1,9.11008,8.78031,9.33775,OK,protein_coding
NCDN,10.3061,9.81279,10.8347,OK,protein_coding
GPR124,9.92405,9.43122,10.1352,OK,protein_coding
CCT8L1P,0.0137838,0.0,0.0315057,OK,pseudogene
ZFP64,3.78843,3.56905,4.00724,OK,protein_coding
MNAT1,31.2678,29.2162,33.3926,OK,protein_coding
RUNX3,1.76093,1.56402,1.9673,OK,protein_coding
MRE11A,5.66958,5.08903,5.75946,OK,protein_coding
PLEKHB1,6.4274,6.00079,6.83679,OK,protein_coding
SERPINB1,231.205,228.838,233.578,OK,protein_coding
CYP3A43,0.275122,0.190195,0.404748,OK,protein_coding
SLC7A9,0.103367,0.0652301,0.140245,OK,protein_coding
SPAST,4.24925,4.08764,4.45251,OK,protein_coding
NRXN3,2.37797,2.19834,2.57262,OK,protein_coding
OSBPL5,19.9673,18.0908,19.2729,OK,protein_coding
AQR,11.2751,10.2619,11.3286,OK,protein_coding
CPS1,0.746845,0.608986,0.8831,OK,protein_coding
C8B,0.155171,0.0557413,0.32991,OK,protein_coding
FHL1,200.094,200.994,205.645,OK,protein_coding
C20orf43,49.4229,43.1569,45.216,OK,protein_coding
GABRA1,0.00544317,0.0,0.0694835,OK,protein_coding
NLRP2,0.967998,0.861521,1.0745,OK,protein_coding
SLC45A4,3.60492,3.05703,3.60623,OK,protein_coding
RNF10,79.148,77.1601,82.369,OK,protein_coding
ZNF839,5.30965,4.56622,5.26092,OK,protein_coding
ZDHHC6,22.4428,21.2258,23.7448,OK,protein_coding
GRAMD1B,2.14448,2.00257,2.29895,OK,protein_coding
RNH1,95.4387,94.714,98.5433,OK,protein_coding
NDUFS1,23.4387,21.3866,22.5278,OK,protein_coding
RB1CC1,13.3579,12.6373,13.5723,OK,protein_coding
ERP44,11.6546,10.9706,11.5683,OK,protein_coding
ALAS1,19.0684,18.6229,19.9144,OK,protein_coding
BIRC3,7.35229,7.01684,7.67438,OK,protein_coding
AKAP11,7.49733,7.23225,7.58789,OK,protein_coding
GLRX2,9.4244,8.65939,10.1934,OK,protein_coding
SNAPC1,6.79678,6.51667,7.14427,OK,protein_coding
DERA,30.8111,29.6989,32.1254,OK,protein_coding
STRAP,68.4314,67.337,70.5785,OK,protein_coding
ABCC2,0.610954,0.451662,0.771318,OK,protein_coding
DEF6,9.47463,8.93839,10.0109,OK,protein_coding
PLEKHO1,27.4067,24.4229,26.3959,OK,protein_coding
GCLM,5.47618,5.04869,5.91513,OK,protein_coding
UBR2,8.80241,8.68774,9.11225,OK,protein_coding
EHD2,15.7166,15.4055,16.3226,OK,protein_coding
DEPDC1,0.17393,0.128181,0.227629,OK,protein_coding
CCDC28A,13.9512,13.2293,14.6914,OK,protein_coding
RRAGD,9.66562,9.16069,10.2483,OK,protein_coding
HSF2,7.42121,7.05341,7.79428,OK,protein_coding
PHF20,8.54479,8.30855,8.78065,OK,protein_coding
HSD17B6,4.52993,4.06412,5.01127,OK,protein_coding
NR1H3,8.59788,7.86263,9.34492,OK,protein_coding
TYMP,28.5246,25.1124,26.6023,OK,protein_coding
NCAPH2,16.2685,15.1,16.937,OK,protein_coding
TOMM34,11.4434,10.0228,10.9113,OK,protein_coding
SEC63,58.8093,54.022,56.7163,OK,protein_coding
KPNA6,10.3996,10.2856,10.763,OK,protein_coding
VIM,553.878,559.907,567.123,OK,protein_coding
RTEL1,3.0286,2.84832,3.21656,OK,protein_coding
FAS,14.8049,14.1075,15.5814,OK,protein_coding
RNASET2,30.8024,29.6653,32.2925,OK,protein_coding
CD44,74.1492,72.8698,76.9649,OK,protein_coding
KCNG1,1.48909,1.30215,1.6788,OK,protein_coding
AGPAT4,4.17204,3.84183,4.50444,OK,protein_coding
SLAMF7,1.79602,1.6272,1.96488,OK,protein_coding
BTN3A1,8.38161,7.96055,8.79185,OK,protein_coding
MIPEP,5.68581,4.65736,5.57605,OK,protein_coding
PRKCH,10.508,9.95877,11.2579,OK,protein_coding
INSRR,0.181841,0.152954,0.209603,OK,protein_coding
IFNGR1,75.6792,75.2097,78.1194,OK,protein_coding
B4GALT7,11.2731,10.3748,11.57,OK,protein_coding
SH2D2A,2.28053,1.90124,2.50205,OK,protein_coding
VRK2,10.1771,8.48615,9.47793,OK,protein_coding
