Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
RPAP3,11.157,10.3971,11.9143,OK,protein_coding
ACSM3,2.11605,1.76277,2.5177,OK,protein_coding
AC004381.6.1,1.51413,1.1363,1.94249,OK,protein_coding
CIAPIN1,20.6928,19.5726,21.9333,OK,protein_coding
AC004410.1,11.4457,10.7249,12.1686,OK,protein_coding
FAM214B,9.17917,8.60071,9.77003,OK,protein_coding
COPZ2,46.3753,34.2331,37.9396,OK,protein_coding
PRKAR2B,4.92701,4.48117,5.37385,OK,protein_coding
MSL3,9.79121,8.45928,10.3886,OK,protein_coding
CREBBP,10.9905,10.8205,11.3874,OK,protein_coding
BZRAP1,6.13037,5.90948,6.40178,OK,protein_coding
MPO,0.0807085,0.0470801,0.114337,OK,protein_coding
PON1,0.024596,0.0,0.0967778,OK,protein_coding
GCFC2,10.7919,9.89844,11.3886,OK,protein_coding
WDR54,14.2683,13.3284,15.2053,OK,protein_coding
CROT,15.11,14.5291,15.6874,OK,protein_coding
ABCB4,0.623477,0.50098,0.746044,OK,protein_coding
MLL5,18.816,17.9289,19.9333,OK,protein_coding
RHBDD2,29.1371,28.0952,30.2005,OK,protein_coding
SOX8,1.85339,1.67044,2.03838,OK,protein_coding
IBTK,13.0049,12.6032,13.4536,OK,protein_coding
ZNF195,6.85761,6.03371,7.72467,OK,protein_coding
MYCBP2,32.0923,25.3371,28.0481,OK,protein_coding
FBXL3,19.0023,17.3133,19.2061,OK,protein_coding
ITGAL,1.07082,0.577605,1.2847,OK,protein_coding
PDK2,34.3713,24.6263,27.6433,OK,protein_coding
ITGA3,29.9394,27.5869,30.1704,OK,protein_coding
ZFX,6.98694,6.47872,7.4899,OK,protein_coding
LAMP2,52.1165,51.3506,54.1005,OK,protein_coding
GGNBP2,20.9569,20.2086,21.821,OK,protein_coding
ITGA2B,0.388198,0.290612,0.48633,OK,protein_coding
ASB4,0.0629332,0.0,0.153405,OK,protein_coding
GDE1,29.3505,27.143,29.9307,OK,protein_coding
C19orf60,14.4583,13.4129,15.5166,OK,protein_coding
CRLF1,40.2899,34.7981,37.409,OK,protein_coding
OSBPL7,4.19569,3.92658,4.4654,OK,protein_coding
TMEM98,61.5519,59.8483,64.0945,OK,protein_coding
YBX2,0.397886,0.287362,0.508409,OK,protein_coding
KRT33A,0.13628,0.0627568,0.203959,OK,protein_coding
MAP3K14,3.78729,3.54592,4.03215,OK,protein_coding
ABCC8,2.32711,1.61548,2.50237,OK,protein_coding
CCL3,0.183328,0.0714505,0.295255,OK,protein_coding
SYNRG,8.4681,8.01232,8.92417,OK,protein_coding
CACNG3,0.580259,0.474067,0.680041,OK,protein_coding
TMEM132A,34.2852,32.8755,35.9967,OK,protein_coding
AP2B1,31.9727,31.7277,33.0221,OK,protein_coding
TAC1,0.294429,0.157076,0.438135,OK,protein_coding
ZNF263,11.0776,10.0141,11.2522,OK,protein_coding
CX3CL1,5.0076,4.68013,5.33849,OK,protein_coding
SPATA20,20.6607,19.2794,22.0663,OK,protein_coding
CACNA1G,6.66556,6.39261,7.01705,OK,protein_coding
TNFRSF12A,25.5103,24.0481,26.9784,OK,protein_coding
DLX6,0.0142916,0.0,0.070429,OK,protein_coding
MAP3K9,0.980262,0.840505,1.12159,OK,protein_coding
RALA,20.7998,19.9092,21.8714,OK,protein_coding
BAIAP2L1.1,3.66009,3.42353,3.8997,OK,protein_coding
JHDM1D,2.89696,2.68841,3.10522,OK,protein_coding
ETV1,10.4836,9.90649,11.0534,OK,protein_coding
AGK,8.9991,7.53545,8.922,OK,protein_coding
ALDH3B1,1.35037,1.14968,1.55716,OK,processed_transcript
TTC22,1.76969,1.55689,1.98456,OK,protein_coding
PHTF2,7.68163,7.29813,8.06661,OK,protein_coding
CCL26,0.0639342,0.0,0.164758,OK,protein_coding
FARP2,10.3489,9.19425,11.6059,OK,protein_coding
USH1C,1.03852,0.757838,1.30488,OK,protein_coding
GGCT,18.4394,17.3859,19.5246,OK,protein_coding
DBF4,1.36955,1.13814,1.6017,OK,protein_coding
TBXA2R,0.439384,0.34665,0.532658,OK,protein_coding
IFRD1,19.8291,16.8878,18.587,OK,protein_coding
COX10,4.25892,3.74946,4.42124,OK,protein_coding
GTF2IRD1,13.3305,12.7076,13.9506,OK,protein_coding
PAF1,26.3709,25.5718,27.5662,OK,protein_coding
VPS41,42.5925,39.2337,43.8681,OK,protein_coding
ARHGAP44,34.4653,32.5619,34.1884,OK,protein_coding
ELAC2,15.5379,14.8828,16.1939,OK,protein_coding
SCIN,4.91592,4.50682,5.32892,OK,protein_coding
ARSD,7.97739,7.56747,8.38479,OK,protein_coding
PNPLA4,8.35252,7.4813,9.22454,OK,protein_coding
MYH13,0.00794115,0.0,0.0201095,OK,protein_coding
ADIPOR2,11.2512,10.8559,11.6484,OK,protein_coding
CDKL3,3.51698,2.9352,4.0979,OK,protein_coding
UPP2,0.0905094,0.0351842,0.161285,OK,protein_coding
MARK4,11.8536,11.345,12.3599,OK,protein_coding
PROM1,22.6172,18.4762,20.9703,OK,protein_coding
CCDC124,33.2963,25.2707,28.0865,OK,protein_coding
CEACAM21,0.37172,0.0861646,0.609591,OK,protein_coding
PAFAH1B1,24.7404,24.2783,25.7061,OK,protein_coding
NOS2,1.66613,1.52239,1.81001,OK,protein_coding
DNAH9,0.0418928,0.0241545,0.068188,OK,protein_coding
KIAA0100,14.2744,14.0502,14.8002,OK,protein_coding
SLC13A2,0.0187883,0.0,0.0547623,OK,protein_coding
GAS7,11.3052,10.916,11.8621,OK,protein_coding
TRAPPC6A,8.86783,6.02708,7.68008,OK,protein_coding
MATK,3.40619,3.11195,3.70353,OK,protein_coding
CEACAM7,0.235948,0.143574,0.328271,OK,protein_coding
CD79B,0.192072,0.0698224,0.366598,OK,protein_coding
SCN4A,0.00930849,0.00258706,0.0155223,OK,protein_coding
ST7L,10.7964,9.77924,11.8193,OK,protein_coding
TKTL1,0.407382,0.238037,0.606567,OK,protein_coding
PAX6,219.671,217.397,227.476,OK,protein_coding
RPUSD1,6.19325,5.6976,6.69499,OK,protein_coding
RHBDF1,16.9815,15.2622,17.2496,OK,protein_coding
LUC7L,47.2433,41.5278,44.5462,OK,protein_coding
CACNA2D2,5.42205,5.17578,5.70488,OK,protein_coding
BAIAP3,4.62569,3.45,4.56053,OK,protein_coding
C16orf42,21.1375,19.8237,22.4794,OK,protein_coding
PIGQ,17.2802,15.4024,19.161,OK,protein_coding
CRAMP1L,7.22992,6.35238,8.10987,OK,protein_coding
TEAD3,18.7419,17.7802,19.732,OK,protein_coding
SELE,0.150601,0.0963203,0.247919,OK,protein_coding
DNAJC11,14.4882,13.7307,15.2468,OK,protein_coding
FMO3,1.33502,1.06818,1.59252,OK,protein_coding
MYLIP,12.413,11.8144,13.0875,OK,protein_coding
NOX1,0.0206671,0.0,0.0885934,OK,protein_coding
E2F2,0.514906,0.427916,0.612468,OK,protein_coding
PSMB1,86.456,83.8576,90.0901,OK,protein_coding
SYN1,1.12916,0.999603,1.25886,OK,protein_coding
JARID2,5.65724,5.34022,5.99477,OK,protein_coding
CDKL5,1.7181,1.53436,1.88521,OK,protein_coding
CAMK1G,0.123897,0.0543965,0.219779,OK,protein_coding
CDK11A,41.5335,38.966,44.1264,OK,protein_coding
NADK,23.5252,20.613,22.9035,OK,protein_coding
TFAP2B,55.2183,54.099,57.3376,OK,protein_coding
TFAP2D,0.0810864,0.00673874,0.159426,OK,protein_coding
DLEC1,0.15234,0.0958491,0.323978,OK,protein_coding
CYTH3,51.2993,49.7612,52.1519,OK,protein_coding
ADAM22,1.68008,1.42616,1.92607,OK,protein_coding
SYPL1,30.0029,29.0819,31.1624,OK,protein_coding
CYB561,10.1242,9.7231,10.6656,OK,protein_coding
SPAG9,28.8608,27.6246,30.4916,OK,protein_coding
CELSR3,2.06283,1.72077,2.40495,OK,protein_coding
AASS,8.74911,8.28104,9.26214,OK,protein_coding
PLEKHG6,4.32546,3.20319,4.22793,OK,protein_coding
SS18L2,10.0099,9.10963,10.9196,OK,protein_coding
MPND,6.40435,5.91909,6.90715,OK,protein_coding
MGST1,2.18297,1.47332,2.42406,OK,protein_coding
CRY1,13.2081,11.3263,12.9585,OK,protein_coding
PGLYRP1,0.0411408,0.0,0.0744699,OK,protein_coding
NFIX,43.3522,42.6639,44.9083,OK,protein_coding
ST3GAL1,27.2176,26.1744,28.2625,OK,protein_coding
MMP25,0.232318,0.130659,0.336341,OK,protein_coding
IL32,5.1404,4.35106,5.95093,OK,protein_coding
PKD1,63.2253,60.1479,66.5333,OK,protein_coding
MAPK8IP2,2.50336,2.27232,2.73548,OK,protein_coding
MED24,23.4863,21.7785,23.8256,OK,protein_coding
RHOBTB2,11.4758,9.657,11.0733,OK,protein_coding
HEATR5B,6.54414,6.18292,6.90216,OK,protein_coding
SEC62,58.8249,53.1623,57.0232,OK,protein_coding
RPS20,839.381,829.519,849.219,OK,protein_coding
CSDE1,147.117,143.598,149.944,OK,protein_coding
UBE3C,15.3037,14.744,15.8664,OK,protein_coding
REV3L,15.2121,14.2737,15.4552,OK,protein_coding
ODZ1,1.02616,0.935345,1.16534,OK,protein_coding
PAX7,0.0606685,0.034126,0.0885618,OK,protein_coding
MASP2,1.5714,1.35418,1.78868,OK,protein_coding
IYD,0.262329,0.139625,0.394315,OK,protein_coding
FAM76A,3.72897,3.31239,4.1499,OK,protein_coding
TRAF3IP3,0.908213,0.67875,1.13432,OK,protein_coding
POMT2,10.6232,9.53065,11.7201,OK,protein_coding
VTA1,17.9024,16.9367,18.8907,OK,protein_coding
MLXIPL,0.857018,0.650719,1.06296,OK,protein_coding
BAZ1B,14.6904,14.3223,15.2879,OK,protein_coding
RANBP9,16.8538,15.787,17.3965,OK,protein_coding
ETV7,0.434046,0.305898,0.562163,OK,protein_coding
C1orf124,3.23303,2.95188,3.51558,OK,protein_coding
METTL13,9.80128,9.00089,10.6048,OK,protein_coding
DYRK4,25.3027,23.4084,27.2562,OK,protein_coding
ZNF207,54.1659,53.0273,56.2558,OK,protein_coding
UQCRC1,101.866,77.1906,82.4672,OK,protein_coding
STARD3NL,10.6152,9.92433,11.3153,OK,protein_coding
CD9,214.47,213.323,221.433,OK,protein_coding
HHATL,2.98435,2.44405,3.53038,OK,protein_coding
NCAPD2,16.3836,14.5114,16.2441,OK,protein_coding
IFFO1,13.4867,12.8479,14.1973,OK,protein_coding
GIPR,0.033687,0.0,0.0727066,OK,protein_coding
PHF7,4.05991,2.90445,4.27476,OK,protein_coding
SEMA3G,0.680573,0.546398,0.817031,OK,protein_coding
NISCH,62.4573,58.0633,61.1573,OK,protein_coding
STAB1,5.74624,5.22177,6.27148,OK,protein_coding
FUZ,16.0609,14.5529,17.0155,OK,protein_coding
SLC6A13,0.230779,0.0671421,0.414364,OK,protein_coding
IDS,25.4181,24.2391,26.7106,OK,protein_coding
PRSS3,0.429227,0.156541,0.664321,OK,protein_coding
ZNF200,1.99229,1.81089,2.17457,OK,protein_coding
CD4,2.41091,2.08439,2.74541,OK,protein_coding
LRRC23,4.76534,4.2017,5.35623,OK,protein_coding
BTK,0.388307,0.232215,0.545361,OK,protein_coding
HFE,5.29517,4.83187,5.7592,OK,protein_coding
SCMH1,19.1104,16.9105,19.3594,OK,protein_coding
FYN,31.6272,29.838,33.5319,OK,protein_coding
HIVEP2,2.60693,2.14927,3.25399,OK,protein_coding
FMO1,17.415,15.9417,18.7822,OK,protein_coding
TCEB3,6.48407,6.13546,6.78524,OK,protein_coding
LYPLA2,23.4667,22.5737,24.3596,OK,protein_coding
CLCN6,6.60802,6.13183,7.11102,OK,protein_coding
MRC2,76.2257,76.1488,78.4243,OK,protein_coding
NME2,280.173,278.08,289.62,OK,protein_coding
SLC6A7,0.0744415,0.0324022,0.118104,OK,protein_coding
TSPAN9,31.935,30.8885,33.4236,OK,protein_coding
BTBD7,6.20186,5.90855,6.50079,OK,protein_coding
APBA3,5.37186,4.98259,5.76112,OK,protein_coding
MKS1,5.02781,4.65999,5.4,OK,protein_coding
ABHD5,6.76198,6.16721,7.35821,OK,protein_coding
KAL1,6.11063,5.79951,6.42168,OK,protein_coding
AKAP8L,23.3097,20.4499,22.131,OK,protein_coding
MBTD1,7.76843,7.36195,8.23574,OK,protein_coding
UTP18,14.1236,13.2472,14.9638,OK,protein_coding
RNF216,10.193,9.58817,10.4791,OK,protein_coding
TTC19,14.7329,14.0869,15.5023,OK,protein_coding
PTBP1,59.7527,59.3464,61.6856,OK,protein_coding
DPF1,1.56239,1.31552,1.80916,OK,protein_coding
SYT7,2.41921,2.21837,2.61667,OK,protein_coding
LARS2,5.95388,5.46391,6.44422,OK,protein_coding
PIK3C2A,11.8202,10.4757,13.1606,OK,protein_coding
PLAUR,1.5236,1.30312,1.74427,OK,protein_coding
ANLN,3.19563,2.84195,3.58231,OK,protein_coding
WIZ,11.5038,11.0204,12.04,OK,protein_coding
RABGAP1,21.8866,21.1705,22.6053,OK,protein_coding
DCN,5025.98,4275.61,4311.49,OK,protein_coding
QPCTL,4.66196,4.32462,5.00975,OK,protein_coding
PPP5C,30.9635,29.9031,32.0087,OK,protein_coding
CEP68,5.71444,5.27059,5.99854,OK,protein_coding
MAP4K3,22.1356,20.3637,23.6972,OK,protein_coding
ZBTB32,0.0152889,0.0,0.0484142,OK,protein_coding
TYROBP,4.70516,3.96688,5.44343,OK,protein_coding
TMEM159,15.5012,14.7381,16.3404,OK,protein_coding
GABRA3,1.10755,0.905811,1.37144,OK,protein_coding
BRCA1,1.8672,1.53953,2.24744,OK,protein_coding
ERCC1,33.9676,31.6009,36.4379,OK,protein_coding
CD22,0.392511,0.314057,0.470972,OK,protein_coding
SEMA3B,31.0387,29.0132,31.577,OK,polymorphic_pseudogene
MBTPS2,6.46867,6.08449,6.7086,OK,protein_coding
PRICKLE3,6.44005,5.96704,6.92279,OK,protein_coding
LTF,0.0105317,0.0,0.162792,OK,protein_coding
EXTL3,8.65175,8.14084,9.16165,OK,protein_coding
NR1H4,0.135238,0.0522717,0.27212,OK,protein_coding
ELOVL5,19.6336,18.7591,20.6516,OK,protein_coding
ALOX5,2.66139,2.26965,3.052,OK,protein_coding
KDM5D,11.2224,9.79166,11.2657,OK,protein_coding
CALCOCO1,72.2201,70.3396,75.2888,OK,protein_coding
UBR7,9.87627,9.23747,10.5127,OK,protein_coding
MAP4K5,17.7527,16.631,18.9223,OK,protein_coding
EHD3,9.98511,9.60818,10.458,OK,protein_coding
PSMC4,28.6503,27.6855,30.0298,OK,protein_coding
MAN2B2,10.787,10.5116,11.3638,OK,protein_coding
SLC7A14,1.17018,0.804341,1.53648,OK,protein_coding
CLDN11,111.886,99.7806,103.791,OK,protein_coding
SLC25A39,28.033,26.8431,29.4377,OK,protein_coding
MVP,26.1191,24.1731,28.0982,OK,protein_coding
NUB1,22.022,20.7484,23.3569,OK,protein_coding
PGM3,24.1105,22.4873,25.5302,OK,protein_coding
RWDD2A,6.28516,5.77572,6.80614,OK,protein_coding
CLK1,112.55,110.732,114.372,OK,protein_coding
POLR3B,2.30631,2.1273,2.48153,OK,protein_coding
ANGEL1,9.0004,8.39861,9.50859,OK,protein_coding
RNF14,20.5722,17.3504,19.3598,OK,protein_coding
DNASE1L1,6.95737,6.32693,7.77016,OK,protein_coding
DDX11,11.6308,10.4839,12.7789,OK,protein_coding
HEBP1,26.1357,20.8251,23.1923,OK,protein_coding
GPRC5A,3.54522,3.01471,4.05777,OK,protein_coding
MAMLD1,2.24383,2.03493,2.45805,OK,protein_coding
CD6,0.60091,0.341056,0.83674,OK,protein_coding
TACC3,3.95536,3.60855,4.30227,OK,protein_coding
UFL1,8.71421,8.36009,9.19085,OK,protein_coding
POLA2,4.86847,4.28226,5.45421,OK,protein_coding
ZC3H3,5.83627,3.56809,8.10953,OK,protein_coding
CAPN1,72.9527,70.7733,76.0121,OK,protein_coding
ACPP,1.11227,0.914651,1.30883,OK,protein_coding
MDH1,70.2729,68.5493,73.1201,OK,protein_coding
SLC30A9,19.0213,18.238,19.968,OK,protein_coding
MTMR11,29.4612,27.8894,30.1998,OK,protein_coding
COX15,11.8035,10.2771,11.7449,OK,protein_coding
CCDC88C,1.39904,1.17345,1.62438,OK,protein_coding
YAF2,15.9782,13.6587,18.1208,OK,protein_coding
ZMYND11,31.7999,30.9515,33.0138,OK,protein_coding
WAS,0.698124,0.520932,0.874629,OK,protein_coding
DPEP1,0.409262,0.257781,0.568496,OK,protein_coding
BID,29.6672,28.6425,30.6181,OK,protein_coding
MATR3,118.364,117.429,122.6,OK,protein_coding
NPC1L1,0.00799463,0.0,0.0269955,OK,protein_coding
XYLT2,12.2651,11.8303,12.9356,OK,protein_coding
RGPD5,6.67773,4.10189,5.40556,OK,protein_coding
STMN4,5.81205,5.28616,6.34441,OK,protein_coding
NUDCD3,37.1091,33.2879,36.4948,OK,protein_coding
ISL1,2.2365,1.99334,2.48149,OK,protein_coding
CHDH,6.34753,6.0213,6.73714,OK,protein_coding
IL20RA,2.48365,2.10618,2.75462,OK,protein_coding
CLCA4,1.59288,1.38659,1.75233,OK,protein_coding
GLT8D1,68.5398,66.1852,71.5411,OK,protein_coding
ATP2C1,24.4297,23.2685,25.876,OK,protein_coding
SRCIN1,0.83153,0.74954,0.914068,OK,protein_coding
IGF1,12.6626,11.7132,13.6223,OK,protein_coding
SLC38A5,14.5406,12.6772,14.7262,OK,protein_coding
MAGIX,2.50821,2.09622,2.92361,OK,protein_coding
RALBP1,15.4715,15.0356,16.1119,OK,protein_coding
RUFY3,17.3435,15.5864,18.2229,OK,protein_coding
CNTN1,10.016,8.63177,9.98398,OK,protein_coding
SLC11A1,1.96841,1.41139,2.47888,OK,protein_coding
WWTR1,33.5434,29.3781,31.9649,OK,protein_coding
AGPS,8.62943,7.51052,8.65335,OK,protein_coding
ZNF806,0.0583148,0.0194004,0.0972347,OK,pseudogene
CXorf56,9.4408,8.76369,10.151,OK,protein_coding
ATP1A2,4.60769,4.08044,5.09662,OK,protein_coding
TTC27,5.06515,4.75355,5.37679,OK,protein_coding
ZNF582,1.17711,0.953779,1.39331,OK,protein_coding
VSIG2,2.03288,1.49178,2.12901,OK,protein_coding
PHLDB1,32.5542,31.2612,34.2864,OK,protein_coding
MARCO,0.109468,0.0186174,0.227908,OK,protein_coding
CYP24A1,3.26254,2.57589,3.64943,OK,protein_coding
PRDM11,6.44591,5.82653,7.07063,OK,protein_coding
SYT13,6.12205,5.82129,6.40514,OK,protein_coding
SNAI2,21.7781,20.9154,22.7828,OK,protein_coding
CD74,33.0108,31.557,34.7279,OK,protein_coding
HGF,0.830592,0.556841,1.10541,OK,protein_coding
ZRANB1,9.31326,8.90151,9.54767,OK,protein_coding
NCDN,13.0683,12.3947,13.7772,OK,protein_coding
GPR124,38.5639,35.275,37.5128,OK,protein_coding
CCT8L1P,0.00690937,0.0,0.0345469,OK,pseudogene
ZFP64,7.93474,7.28255,8.40934,OK,protein_coding
MNAT1,36.9849,33.3398,40.6726,OK,protein_coding
SAMD4A,6.88886,6.4151,7.36368,OK,protein_coding
RUNX3,0.304261,0.171578,0.476555,OK,protein_coding
MRE11A,5.71188,5.08878,5.92425,OK,protein_coding
PLEKHB1,24.6947,23.48,25.5492,OK,protein_coding
SERPINB1,26.7132,25.7,27.7267,OK,protein_coding
CYP3A43,0.232029,0.12527,0.449815,OK,protein_coding
SLC7A9,0.382031,0.267783,0.484289,OK,protein_coding
SPAST,5.3123,5.05006,5.58945,OK,protein_coding
NRXN3,6.88756,6.52046,7.2547,OK,protein_coding
OSBPL5,15.3001,13.7693,15.2068,OK,protein_coding
AQR,7.54401,6.95878,8.06616,OK,protein_coding
CPS1,0.725507,0.575912,0.905554,OK,protein_coding
C8B,0.0,0.0,0.11198,OK,protein_coding
FHL1,62.4126,61.2299,64.8186,OK,protein_coding
C20orf43,45.7092,39.3177,42.1963,OK,protein_coding
GABRA1,0.409792,0.289895,0.558763,OK,protein_coding
NLRP2,2.09975,1.7886,2.39244,OK,protein_coding
SLC45A4,2.82118,2.36882,2.96065,OK,protein_coding
RNF10,63.6444,60.6093,66.9214,OK,protein_coding
ZNF839,4.75411,4.03119,4.9024,OK,protein_coding
ZDHHC6,16.9454,15.7902,18.1043,OK,protein_coding
GRAMD1B,6.92802,6.62971,7.27475,OK,protein_coding
RNH1,92.421,90.3837,95.9005,OK,protein_coding
NDUFS1,17.5632,15.5589,17.1338,OK,protein_coding
RB1CC1,11.546,10.4036,11.7425,OK,protein_coding
ERP44,12.5993,11.7891,12.6917,OK,protein_coding
ALAS1,10.1083,9.44498,10.7769,OK,protein_coding
BIRC3,2.61321,2.3534,2.87307,OK,protein_coding
AKAP11,5.77011,5.52209,5.94984,OK,protein_coding
GLRX2,3.99106,3.40667,4.57569,OK,protein_coding
SNAPC1,3.96739,3.6736,4.26451,OK,protein_coding
DERA,23.2143,21.9976,24.4317,OK,protein_coding
STRAP,49.6804,48.3296,51.5527,OK,protein_coding
ABCC2,0.725435,0.442128,1.00888,OK,protein_coding
DEF6,3.657,3.23274,4.08159,OK,protein_coding
PLEKHO1,7.34606,6.34314,8.04741,OK,protein_coding
GCLM,2.32467,1.87896,2.59007,OK,protein_coding
UBR2,7.30632,7.10209,7.61734,OK,protein_coding
EHD2,25.4524,24.7427,26.4809,OK,protein_coding
DEPDC1,0.691643,0.567894,0.816772,OK,protein_coding
CCDC28A,10.4036,9.65139,11.1558,OK,protein_coding
RRAGD,4.82377,4.33195,5.32666,OK,protein_coding
HSF2,7.34939,6.98933,7.79172,OK,protein_coding
PHF20,9.09854,8.69043,9.4987,OK,protein_coding
HSD17B6,0.604535,0.349317,1.07554,OK,protein_coding
NR1H3,9.38946,8.39866,10.4089,OK,protein_coding
TYMP,3.02397,2.50559,3.2185,OK,protein_coding
NCAPH2,15.7529,14.325,16.1174,OK,protein_coding
TOMM34,8.69176,7.47652,8.47045,OK,protein_coding
SEC63,49.9599,45.7682,49.0967,OK,protein_coding
KPNA6,7.537,7.33105,7.87748,OK,protein_coding
VIM,502.818,506.473,515.745,OK,protein_coding
RTEL1,2.36331,2.1755,2.55198,OK,protein_coding
FAS,6.33704,5.7762,6.91837,OK,protein_coding
RNASET2,18.1955,16.9033,19.5352,OK,protein_coding
CD44,13.4879,12.3663,14.7151,OK,protein_coding
KCNG1,1.08486,0.853973,1.3156,OK,protein_coding
AGPAT4,12.9688,12.1058,13.8574,OK,protein_coding
SLAMF7,0.0755013,0.032387,0.180762,OK,protein_coding
BTN3A1,5.20735,4.64418,5.63147,OK,protein_coding
MIPEP,4.38329,3.7983,4.51867,OK,protein_coding
PRKCH,2.75985,2.40205,3.61414,OK,protein_coding
INSRR,0.105334,0.0771895,0.132608,OK,protein_coding
IFNGR1,23.5993,22.5318,24.8384,OK,protein_coding
