Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
RPL7A,1220.91,1229.44,1248.68,OK,protein_coding
FABP5P7,1170.37,1178.62,1201.11,OK,pseudogene
FABP5,1167.94,1178.98,1197.52,OK,protein_coding
PERP,1139.2,1154.37,1165.87,OK,protein_coding
RPS14,1128.37,1137.58,1158.47,OK,protein_coding
RPL35A,1124.7,1126.97,1155.71,OK,protein_coding
RPL12,1096.0,1101.61,1125.23,OK,protein_coding
MT-ND5,1254.11,1109.8,1120.08,OK,protein_coding
RPS25,1085.77,1090.69,1115.84,OK,protein_coding
APOD,1076.53,1088.34,1103.1,OK,protein_coding
RPS9,1069.83,1076.05,1097.91,OK,protein_coding
PKM2,1066.61,1075.21,1093.84,OK,protein_coding
RPL10A,1055.35,1063.66,1082.94,OK,protein_coding
RPL28,1052.75,1057.41,1082.23,OK,protein_coding
GNB2L1,1040.52,1048.99,1067.73,OK,protein_coding
RPL18A,1033.02,1038.02,1060.72,OK,protein_coding
RPL19,1450.95,1042.24,1057.47,OK,protein_coding
RPL27,1823.71,1038.91,1057.39,OK,protein_coding
FXYD3,1017.35,1021.7,1045.83,OK,protein_coding
RPS8,1321.0,1014.72,1029.52,OK,protein_coding
RPS3A,1315.98,1010.93,1026.79,OK,protein_coding
RP5-857K21.11.1,970.987,974.967,997.903,OK,pseudogene
RPL9P8,967.974,973.744,994.408,OK,pseudogene
AC064836.1,155032.0,947.999,990.753,OK,rRNA_pseudogene
ALDOA,964.843,972.593,990.362,OK,protein_coding
AC044839.1,27476.1,955.173,990.164,OK,rRNA_pseudogene
RPL9P9,962.249,967.891,988.615,OK,pseudogene
LGALS3,963.419,972.939,987.76,OK,protein_coding
RPL24,958.168,963.361,984.281,OK,protein_coding
RN5-8S6,20854.0,943.744,977.857,OK,rRNA
RPL29,948.053,955.457,973.419,OK,protein_coding
UPK3BL,947.338,958.493,970.683,OK,protein_coding
POLR2J3,945.792,953.494,969.837,OK,protein_coding
AC097532.1,289844.0,916.631,961.078,OK,miRNA
RPS10,931.752,938.345,957.158,OK,protein_coding
AQP3,932.692,943.743,955.37,OK,protein_coding
PTGDS,1230.59,932.69,947.351,OK,protein_coding
KRT19,936.271,931.03,941.479,OK,protein_coding
RPS4X,906.322,909.166,925.712,OK,protein_coding
RPL32,1353.67,904.881,920.661,OK,protein_coding
FTL,896.417,903.275,919.747,OK,protein_coding
CD9,889.17,897.614,911.721,OK,protein_coding
RPL26,1370.81,885.587,901.031,OK,protein_coding
RPS17L,855.441,859.582,879.077,OK,protein_coding
RPS17,848.842,852.597,872.419,OK,protein_coding
RPL18,1321.61,851.677,869.476,OK,protein_coding
RPS15A,1378.08,845.601,864.797,OK,protein_coding
RPL9,840.681,844.042,861.827,OK,protein_coding
EEF1A1P5,838.313,847.574,858.714,OK,pseudogene
AQP5,835.775,843.896,856.481,OK,protein_coding
CSRP2,829.143,836.165,850.405,OK,protein_coding
RPL7,803.038,809.121,823.376,OK,protein_coding
KRT3,798.531,808.664,817.432,OK,protein_coding
RPS27A,785.879,790.09,806.991,OK,protein_coding
C19orf33,783.222,783.015,806.685,OK,protein_coding
EEF1G,907.288,791.335,800.93,OK,protein_coding
ACTG1,770.368,779.497,788.921,OK,protein_coding
PRDX1,748.424,755.29,767.924,OK,protein_coding
PRDX5,742.533,747.906,762.254,OK,protein_coding
NEAT1,738.458,746.277,756.487,OK,lincRNA
ACTB,802.672,738.621,749.137,OK,protein_coding
KRT4,741.084,740.224,748.516,OK,protein_coding
RPL41P1,659.947,652.024,746.681,OK,pseudogene
ELF3,721.634,726.803,740.656,OK,protein_coding
FAU,707.998,708.506,729.276,OK,protein_coding
LCN2,708.164,707.876,723.226,OK,protein_coding
TKT,705.388,711.412,720.155,OK,protein_coding
KRT15,699.352,706.476,717.064,OK,protein_coding
SFN,689.407,695.191,706.986,OK,protein_coding
RPL15,684.464,688.029,703.357,OK,protein_coding
COX7C,680.029,674.987,702.019,OK,protein_coding
RPS19,911.442,688.519,699.856,OK,protein_coding
HLA-B,684.791,686.783,697.784,OK,protein_coding
RN7SL1,1926.7,671.989,693.146,OK,antisense
S100A10,660.134,661.584,679.191,OK,protein_coding
RPL17,894.693,655.744,668.338,OK,protein_coding
RPS2,875.157,655.089,667.439,OK,protein_coding
CXCL14,731.829,657.634,666.225,OK,protein_coding
PAX6,647.494,650.339,665.142,OK,protein_coding
CRTAC1,645.07,652.576,660.683,OK,protein_coding
BTF3,626.944,627.86,640.075,OK,protein_coding
ITM2B,623.186,629.925,638.601,OK,protein_coding
RPS28,1282.95,614.913,634.224,OK,protein_coding
RPL14,615.092,618.375,632.017,OK,protein_coding
RPL5,760.961,616.956,627.926,OK,protein_coding
RPL38,1081.25,596.24,611.553,OK,protein_coding
IGFBP6,585.041,586.707,601.526,OK,protein_coding
NME2,585.153,586.257,601.502,OK,protein_coding
RPL23A,825.221,584.123,597.236,OK,protein_coding
RPS13,893.522,577.895,592.274,OK,protein_coding
TMSL6,520.227,449.258,589.785,OK,pseudogene
S100A2,565.928,565.359,583.672,OK,protein_coding
RP11-543P15.1.1,558.983,546.728,579.515,OK,pseudogene
SERF2,562.473,560.344,579.142,OK,protein_coding
KRT24,637.062,565.735,572.809,OK,protein_coding
TRIM29,573.839,564.915,572.414,OK,protein_coding
ALDH1A1,554.82,560.413,568.604,OK,protein_coding
ATP5J2,488.019,476.499,561.134,OK,protein_coding
RPL36A,971.069,542.159,556.994,OK,protein_coding
TAGLN2,539.704,544.944,553.468,OK,protein_coding
CST3,538.399,540.78,553.153,OK,protein_coding
PTMA,538.165,541.912,552.64,OK,protein_coding
RPL6,713.0,541.055,552.093,OK,protein_coding
TACSTD2,604.383,542.665,549.279,OK,protein_coding
AC018607.3,1447.11,526.517,544.572,OK,rRNA_pseudogene
RP11-175B9.3.1,522.123,514.667,541.648,OK,pseudogene
PSAP,530.715,533.408,540.026,OK,protein_coding
UBB,515.572,517.45,530.038,OK,protein_coding
TBCA,485.271,441.054,529.608,OK,protein_coding
IFITM3,504.867,502.656,520.56,OK,protein_coding
SYT8,509.338,503.657,516.219,OK,protein_coding
PFDN5,505.054,497.946,512.462,OK,protein_coding
AL133512.1,170202.0,475.792,511.295,OK,rRNA_pseudogene
HLA-C,497.403,500.44,509.349,OK,protein_coding
RPS5,692.641,498.591,509.297,OK,protein_coding
AC006032.1,154964.0,472.656,507.783,OK,rRNA_pseudogene
COX4I1,494.133,486.912,502.341,OK,protein_coding
RPSA,593.592,486.467,494.959,OK,protein_coding
AC093693.1,168987.0,459.004,493.633,OK,miRNA
AC091047.1,243812.0,457.24,493.074,OK,miRNA
RPL21,682.652,473.486,485.347,OK,protein_coding
SDC1,472.234,477.619,483.687,OK,protein_coding
RPS15,766.964,469.445,483.017,OK,protein_coding
AC007131.2,317.012,141.523,481.178,OK,miRNA
AL161626.1,1320.31,464.173,481.148,OK,rRNA_pseudogene
COX7A2,461.691,456.682,477.456,OK,protein_coding
HLA-A,465.376,469.49,477.426,OK,protein_coding
MT2A,460.023,460.671,473.605,OK,protein_coding
RPL22,453.836,452.479,467.395,OK,protein_coding
EEF1D,452.021,450.884,465.581,OK,protein_coding
TXNIP,453.246,456.587,463.156,OK,protein_coding
RPS7,601.014,450.733,460.384,OK,protein_coding
AC135995.1,294.206,122.606,459.773,OK,miRNA
SLPI,682.417,445.801,458.356,OK,protein_coding
COL17A1,496.239,448.093,457.275,OK,protein_coding
RP11-742N3.1.1,435.261,428.918,451.005,OK,pseudogene
SLC2A1,437.079,437.957,444.762,OK,protein_coding
DCN,470.197,436.099,443.941,OK,protein_coding
GNAS,424.691,426.567,436.837,OK,protein_coding
HNRNPA1,473.883,425.887,434.433,OK,protein_coding
GSN,419.067,423.064,429.865,OK,protein_coding
LYPD3,415.159,418.673,425.87,OK,protein_coding
ANXA2P2,411.713,413.096,422.862,OK,pseudogene
EIF1,405.631,407.194,416.926,OK,protein_coding
ANXA1,411.759,408.309,416.673,OK,protein_coding
EDF1,404.366,403.905,416.332,OK,protein_coding
MYL12B,399.886,401.866,410.818,OK,protein_coding
SKP1,392.281,389.919,404.137,OK,protein_coding
PABPC1,476.572,394.465,403.486,OK,protein_coding
SRSF5,414.865,391.477,402.993,OK,protein_coding
AC010422.1,4.76035e-49,0.0,399.511,LOWDATA,miRNA
AC010724.1,240.055,91.9545,398.47,OK,miRNA
HNRNPH1,377.965,374.148,391.623,OK,protein_coding
ATP5B,389.168,382.892,391.05,OK,protein_coding
CD63,494.422,379.202,389.061,OK,protein_coding
CALM2,378.177,379.656,388.905,OK,protein_coding
TXN,377.302,378.045,388.286,OK,protein_coding
TPI1,377.485,378.668,387.673,OK,protein_coding
CFL1,373.068,374.772,383.532,OK,protein_coding
GPX1,370.922,372.804,381.176,OK,protein_coding
PDCD4,476.938,365.288,374.379,OK,protein_coding
HNRNPA2B1,410.169,366.187,372.518,OK,protein_coding
ATP1A1,382.24,365.35,371.535,OK,protein_coding
BAG1,363.393,362.157,371.204,OK,protein_coding
GJA1,356.467,360.154,365.434,OK,protein_coding
CRIP1,351.501,348.363,363.385,OK,protein_coding
RP11-3P17.3.1,350.904,346.011,362.988,OK,pseudogene
COX6C,350.257,346.793,361.878,OK,protein_coding
GAS5,345.745,344.16,356.792,OK,non_coding
APP,348.215,345.941,350.887,OK,protein_coding
PPDPF,337.608,335.456,348.66,OK,protein_coding
CSDA,396.674,337.827,347.031,OK,protein_coding
CTSD,337.967,338.844,346.434,OK,protein_coding
PGK1,354.073,334.693,342.615,OK,protein_coding
ASPH,329.433,330.396,338.468,OK,protein_coding
CTSB,329.143,331.086,338.44,OK,protein_coding
IVNS1ABP,344.942,331.54,336.905,OK,protein_coding
IGFBP2,325.915,326.235,335.42,OK,protein_coding
COX6B1,323.845,321.572,334.352,OK,protein_coding
CTD-2031P19.4.1,569.418,322.395,333.736,OK,antisense
hsa-mir-1974,138.975,0.0,333.539,OK,miRNA
ACTN4,384.337,325.242,332.378,OK,protein_coding
HNRNPC,322.806,323.647,331.73,OK,protein_coding
NDRG1,322.429,323.363,331.253,OK,protein_coding
EEF2,322.669,326.191,330.655,OK,protein_coding
MIF,319.875,318.813,329.734,OK,protein_coding
EEF1A1P6,318.45,320.082,327.144,OK,pseudogene
AL928646.1,163.396,0.0,323.709,OK,miRNA
CAPNS1,368.923,316.096,321.855,OK,protein_coding
C10orf116,718.615,305.425,321.634,OK,protein_coding
HOPX,312.477,313.542,321.547,OK,protein_coding
CTSL2,312.769,314.343,321.234,OK,protein_coding
SLC25A3,315.56,312.165,320.514,OK,protein_coding
SPINT2,311.33,313.847,319.571,OK,protein_coding
RP11-425L10.1.1,307.721,299.961,318.928,OK,pseudogene
USMG5,305.966,300.926,318.181,OK,protein_coding
MTND2P28,386.054,308.461,315.49,OK,pseudogene
EMP1,310.795,309.416,315.272,OK,protein_coding
S100A14,305.388,305.408,314.248,OK,protein_coding
ARPC2,311.553,308.967,314.148,OK,protein_coding
SOD1,304.298,302.29,313.93,OK,protein_coding
HLA-E,303.248,305.879,310.976,OK,protein_coding
HNRNPK,306.185,304.882,310.854,OK,protein_coding
HINT1,235.14,234.34,308.557,OK,protein_coding
C4orf49,348.962,299.968,306.194,OK,protein_coding
ATP5H,290.504,287.515,300.323,OK,protein_coding
YWHAZ,304.037,293.69,300.145,OK,protein_coding
CIRBP,291.994,293.324,299.977,OK,protein_coding
AC004448.1,457.005,289.776,299.679,OK,rRNA_pseudogene
TNNI2,290.15,288.552,299.599,OK,protein_coding
GJB2,291.909,294.288,299.461,OK,protein_coding
AES,290.538,292.488,298.317,OK,protein_coding
DDX5,318.018,293.136,297.789,OK,protein_coding
CTD-2287O16.1.1,285.012,278.807,296.378,OK,pseudogene
EIF4A1,319.953,290.14,296.077,OK,protein_coding
EIF4G2,286.333,285.883,294.955,OK,protein_coding
NPM1,403.824,283.769,293.359,OK,protein_coding
MAT2A,295.504,286.077,291.401,OK,protein_coding
H3F3B,311.392,286.526,290.681,OK,protein_coding
ATPIF1,279.951,277.16,289.68,OK,protein_coding
SRP14,279.206,277.128,288.03,OK,protein_coding
MT1E,275.507,269.434,286.702,OK,protein_coding
RPL3P4,531.065,274.216,286.102,OK,pseudogene
COX6A1,423.593,275.708,285.244,OK,protein_coding
CXCL17,365.86,276.036,284.21,OK,protein_coding
RPS26,272.879,270.856,281.824,OK,protein_coding
ATP5L,312.331,264.889,278.932,OK,protein_coding
GJB6,271.183,272.808,278.411,OK,protein_coding
DBI,269.62,267.535,278.371,OK,protein_coding
MIR205HG,357.281,270.011,278.118,OK,processed_transcript
TMPRSS4,279.715,271.853,277.584,OK,protein_coding
PCBP2,269.744,270.373,277.405,OK,protein_coding
HSP90AB1,273.983,271.683,276.623,OK,protein_coding
PSCA,268.675,268.414,276.588,OK,protein_coding
UPK1B,266.628,267.979,274.107,OK,protein_coding
C8orf47,265.785,266.529,273.237,OK,protein_coding
HSP90AA1,266.309,268.167,273.192,OK,protein_coding
CNBP,264.843,266.013,272.226,OK,protein_coding
YBX1,264.772,265.542,272.102,OK,protein_coding
DAPL1,407.745,261.212,271.025,OK,protein_coding
IFI27,262.342,254.605,270.223,OK,protein_coding
LYPD2,399.623,259.961,269.077,OK,protein_coding
ATF4,260.628,261.775,267.878,OK,protein_coding
CHCHD2,258.484,258.244,266.362,OK,protein_coding
AC079089.1,123.708,0.0,265.09,OK,miRNA
ANGPTL7,257.17,257.137,264.584,OK,protein_coding
TMSL3,252.051,249.66,262.921,OK,pseudogene
PEBP1,255.753,257.27,262.907,OK,protein_coding
CLIC1,255.245,256.087,262.618,OK,protein_coding
NDUFS5,252.834,248.382,261.551,OK,protein_coding
RP11-572P18.1.1,252.37,248.316,261.295,OK,pseudogene
AP001347.1,409.799,251.779,261.215,OK,rRNA_pseudogene
TCEB2,251.612,249.46,260.2,OK,protein_coding
RPL14P1,250.813,248.563,259.102,OK,pseudogene
COX5B,250.523,249.379,258.637,OK,protein_coding
OAZ1,308.415,251.642,257.656,OK,protein_coding
H3F3A,249.721,249.779,257.121,OK,protein_coding
CALM1,251.833,247.371,256.197,OK,protein_coding
HSPA8,248.231,248.55,255.428,OK,protein_coding
TSPO,253.153,245.23,254.024,OK,protein_coding
MRPL33,429.917,242.986,253.067,OK,protein_coding
ARPC3,246.355,245.703,253.007,OK,protein_coding
J01415.5,50.5984,0.0,252.992,OK,Mt_tRNA
RP5-857K21.7.1,351.551,244.117,252.403,OK,pseudogene
FAM83A,247.736,246.384,251.467,OK,protein_coding
TOMM7,244.273,242.132,251.298,OK,protein_coding
CD55,243.524,244.366,250.301,OK,protein_coding
LDHB,242.225,241.674,248.008,OK,protein_coding
EIF3L,245.362,236.817,246.818,OK,protein_coding
EZR,255.557,241.806,245.832,OK,protein_coding
BHLHE40,238.905,240.045,245.377,OK,protein_coding
ATP5I,517.969,233.895,245.169,OK,protein_coding
RP11-641D5.1.1,466.946,234.259,245.129,OK,pseudogene
YWHAE,246.337,235.137,242.14,OK,protein_coding
RPL15P3,233.666,232.012,241.552,OK,pseudogene
H3F3AP4,234.39,233.997,241.496,OK,pseudogene
SGK1,233.076,233.614,239.886,OK,protein_coding
RPL18AP3,230.034,225.506,238.243,OK,pseudogene
LAPTM4A,230.285,231.02,236.63,OK,protein_coding
SHFM1,226.719,219.78,235.722,OK,protein_coding
RP11-475C16.1.1,414.579,223.899,234.134,OK,pseudogene
GLTSCR2,226.786,227.17,233.258,OK,protein_coding
HMGN2,224.767,221.973,232.875,OK,protein_coding
RBM3,283.469,224.243,231.758,OK,protein_coding
BCL2L13,225.015,225.445,230.689,OK,protein_coding
TSPAN1,226.188,221.265,229.64,OK,protein_coding
IFITM1,221.859,219.326,229.482,OK,protein_coding
NCL,226.51,224.091,228.937,OK,protein_coding
AC073621.1.1,221.319,218.113,228.918,OK,pseudogene
VAMP8,221.624,220.015,228.78,OK,protein_coding
RPL13AP5,220.327,217.176,228.103,OK,pseudogene
TMBIM6,221.365,223.031,227.382,OK,protein_coding
MAL,220.458,219.373,227.28,OK,protein_coding
F3,220.199,221.234,226.365,OK,protein_coding
PARK7,219.186,218.168,226.217,OK,protein_coding
DSP,220.386,223.332,225.614,OK,protein_coding
GUK1,217.994,215.798,225.59,OK,protein_coding
MYL12A,218.557,218.278,225.134,OK,protein_coding
FTH1P2,215.931,210.306,224.837,OK,pseudogene
MIR1282,133.519,44.5065,222.532,OK,miRNA
TMEM59,216.544,216.651,222.465,OK,protein_coding
EIF3K,215.132,214.184,221.905,OK,protein_coding
DYNLRB1,213.195,210.872,220.437,OK,protein_coding
TOMM6,212.421,210.317,219.948,OK,protein_coding
CD74,211.916,211.691,218.241,OK,protein_coding
ATP5A1,236.985,212.678,217.352,OK,protein_coding
RPS3AP6,209.958,208.385,216.799,OK,pseudogene
MIR1909,71.9252,0.0,215.775,OK,miRNA
RHOA,236.672,209.892,214.924,OK,protein_coding
EIF4A2,208.549,208.73,214.69,OK,protein_coding
RAB11A,207.315,204.8,214.253,OK,protein_coding
CTB-63M22.1.1,601.547,202.873,214.02,OK,pseudogene
SNRPD2,206.951,205.177,213.732,OK,protein_coding
CRYAB,268.958,206.581,212.773,OK,protein_coding
ATP5G2,206.086,205.112,212.659,OK,protein_coding
PRDX2,206.345,204.521,211.917,OK,protein_coding
UQCR10,202.928,198.795,211.005,OK,protein_coding
MGP,272.753,201.179,209.717,OK,protein_coding
SSR4,202.216,199.741,209.133,OK,protein_coding
PSMB4,205.66,202.416,208.921,OK,protein_coding
NUPR1,202.125,200.451,208.591,OK,protein_coding
PDIA3,202.02,199.916,208.557,OK,protein_coding
MRFAP1,202.691,203.219,208.491,OK,protein_coding
CD44,201.831,200.977,208.35,OK,protein_coding
UQCRH,201.293,197.619,207.404,OK,protein_coding
HNRPDL,200.557,200.861,206.587,OK,protein_coding
RNU2-2,189.504,173.037,205.707,LOWDATA,snRNA
SLC25A5,199.73,199.97,205.607,OK,protein_coding
NEDD8,198.44,196.714,205.285,OK,protein_coding
TRMT112,196.286,193.564,203.08,OK,protein_coding
CLDN1,196.106,197.412,201.328,OK,protein_coding
RAN,197.644,193.392,201.238,OK,protein_coding
RARRES3,194.535,192.073,201.098,OK,protein_coding
AC027307.1,66.3903,0.0,199.171,OK,miRNA
SQSTM1,192.834,190.48,199.166,OK,protein_coding
RPL21P28,296.985,191.277,199.137,OK,pseudogene
MORF4L1,193.674,192.894,199.12,OK,protein_coding
SERPINB1,196.48,193.928,199.047,OK,protein_coding
CAPN1,193.01,192.508,198.791,OK,protein_coding
PPIB,192.511,191.969,198.6,OK,protein_coding
PSME2,191.75,188.53,198.513,OK,protein_coding
PFN1,226.528,193.021,198.324,OK,protein_coding
CTB-13H5.1.1,191.241,189.554,197.706,OK,pseudogene
SUMO2,191.56,191.182,197.451,OK,protein_coding
DUSP1,191.826,192.652,197.154,OK,protein_coding
NDUFB2,189.125,185.378,196.427,OK,protein_coding
RP11-116G8.5.1,189.132,186.143,195.966,OK,antisense
APLP2,189.568,189.021,195.323,OK,protein_coding
C12orf57,188.281,184.66,195.2,OK,protein_coding
AC108047.1,5903.38,178.929,194.46,OK,rRNA_pseudogene
NDUFB8,187.07,185.298,193.675,OK,protein_coding
CD99,189.922,188.355,193.594,OK,protein_coding
MUC1,184.779,177.742,193.41,OK,protein_coding
UQCRQ,187.895,182.579,193.044,OK,protein_coding
ENSA,187.434,185.906,192.754,OK,protein_coding
CALR,187.448,187.92,192.675,OK,protein_coding
HMGN3,186.26,184.45,192.335,OK,protein_coding
RPLP0P6,186.335,184.893,192.232,OK,pseudogene
HMGB1,189.522,187.063,191.999,OK,protein_coding
AGR2,178.24,153.975,191.955,OK,protein_coding
HNRNPD,189.326,186.763,191.891,OK,protein_coding
PSMB1,185.743,184.54,191.699,OK,protein_coding
PGAM1,208.662,185.667,191.389,OK,protein_coding
RAB7A,185.05,183.299,191.363,OK,protein_coding
BCAP31,185.625,185.222,191.026,OK,protein_coding
NDUFA13,249.816,184.753,191.026,OK,protein_coding
PDLIM1,187.03,185.175,190.952,OK,protein_coding
OST4,183.676,180.37,190.506,OK,protein_coding
PGD,187.568,185.041,189.908,OK,protein_coding
LMNA,183.538,181.367,189.716,OK,protein_coding
GPX4,237.332,182.708,188.906,OK,protein_coding
ARF1,182.942,183.265,188.304,OK,protein_coding
HTRA1,182.866,182.581,188.236,OK,protein_coding
SAA1,266.665,179.455,187.152,OK,protein_coding
D86994.2,95.7278,0.0,187.09,OK,miRNA
CAPG,232.858,180.644,186.714,OK,protein_coding
MPZL2,184.301,182.513,186.08,OK,protein_coding
COX5A,179.838,176.452,185.656,OK,protein_coding
ATP6V0E1,179.133,177.379,185.324,OK,protein_coding
DAZAP2,217.556,179.286,185.111,OK,protein_coding
NDUFB9,178.852,175.64,185.097,OK,protein_coding
AC136704.1,69.2821,0.0,183.909,OK,miRNA
SNORD44,8.84256e-86,0.0,183.813,LOWDATA,snoRNA
SFPQ,185.166,177.431,183.778,OK,protein_coding
C17orf76-AS1,246.661,177.126,183.655,OK,non_coding
BRK1,177.638,177.156,183.406,OK,protein_coding
HSP90B1,177.907,178.072,183.074,OK,protein_coding
ANXA11,221.705,176.673,182.789,OK,protein_coding
NDUFB4,186.505,174.221,182.086,OK,protein_coding
FGFR3,186.815,177.13,181.586,OK,protein_coding
