Gene Id,FPKM,FPKM Lower CI,FPKM Higher CI,FPKM Status,GENCODE Biotype
KDM1A,27.9054,26.6892,29.3475,OK,protein_coding
RBM6,77.1302,74.2735,80.8175,OK,protein_coding
CAMKK1,2.72609,2.49303,2.96118,OK,protein_coding
RECQL,11.9115,11.1226,12.7963,OK,protein_coding
CCDC132,6.33696,5.77238,6.90293,OK,protein_coding
HSPB6,28.8594,27.6801,30.3895,OK,protein_coding
ARHGAP33,9.65803,9.18613,10.1723,OK,protein_coding
NDUFAB1,30.7234,28.6109,32.8961,OK,protein_coding
PDK4,11.5168,10.746,12.2688,OK,protein_coding
SLC22A16,0.184336,0.0594258,0.313139,OK,protein_coding
ZMYND10,1.13152,0.833015,1.43097,OK,protein_coding
ABCB5,0.187431,0.112529,0.263097,OK,protein_coding
ARX,0.234686,0.165748,0.303082,OK,protein_coding
SLC25A13,7.46522,6.49284,8.43523,OK,protein_coding
ST7,7.32228,6.6146,8.13631,OK,protein_coding
CDC27,11.0563,10.2784,11.869,OK,protein_coding
SLC4A1,0.189193,0.0766307,0.387169,OK,protein_coding
CALCR,0.0211324,0.0,0.085242,OK,protein_coding
HCCS,6.18066,5.54442,6.81778,OK,protein_coding
DVL2,19.5669,17.7616,19.3029,OK,protein_coding
PRSS22,0.0115465,0.0,0.02948,OK,protein_coding
UPF1,20.9099,19.7288,20.8807,OK,protein_coding
SKAP2,1.91611,1.36301,2.47149,OK,protein_coding
SLC25A5,53.6774,51.681,56.1636,OK,protein_coding
CCDC109B,2.08583,1.66681,2.32704,OK,protein_coding
POLR2J,38.1879,35.8815,40.6403,OK,protein_coding
DHX33,4.03604,3.75669,4.31631,OK,protein_coding
MEOX1,0.259147,0.147857,0.3705,OK,protein_coding
THSD7A,2.20557,2.02392,2.39727,OK,protein_coding
LIG3,6.44906,6.06609,6.83989,OK,protein_coding
RPAP3,7.35744,6.77585,7.93852,OK,protein_coding
ACSM3,3.23257,2.70418,3.87064,OK,protein_coding
AC004381.6.1,2.33605,1.8063,2.90193,OK,protein_coding
CIAPIN1,15.0306,13.9217,16.19,OK,protein_coding
AC004410.1,12.9536,12.2166,13.805,OK,protein_coding
FAM214B,6.77653,6.28939,7.27336,OK,protein_coding
COPZ2,57.4316,42.7458,47.4084,OK,protein_coding
PRKAR2B,4.76417,4.24844,5.29327,OK,protein_coding
MSL3,11.0831,9.84177,11.9675,OK,protein_coding
CREBBP,16.2462,15.9643,16.8191,OK,protein_coding
BZRAP1,12.6248,12.2721,13.1314,OK,protein_coding
MPO,0.217296,0.158305,0.280534,OK,protein_coding
PON1,0.0378717,0.0,0.135936,OK,protein_coding
GCFC2,12.9,11.4382,13.3883,OK,protein_coding
WDR54,9.38701,8.5074,10.2655,OK,protein_coding
CROT,6.23329,5.81117,6.65776,OK,protein_coding
ABCB4,1.19474,0.994983,1.39837,OK,protein_coding
MLL5,21.3447,20.2985,22.6621,OK,protein_coding
RHBDD2,24.0765,22.9384,25.439,OK,protein_coding
SOX8,9.00151,8.33217,9.67796,OK,protein_coding
IBTK,8.4744,8.1258,8.82305,OK,protein_coding
ZNF195,3.7814,3.00147,4.66592,OK,protein_coding
MYCBP2,17.7691,14.4448,16.5124,OK,protein_coding
FBXL3,20.9341,18.8369,21.3897,OK,protein_coding
ITGAL,0.752653,0.497985,1.00748,OK,protein_coding
PDK2,59.8642,42.9586,47.6619,OK,protein_coding
ITGA3,8.78574,7.81958,9.47539,OK,protein_coding
ZFX,7.5022,6.67564,7.93501,OK,protein_coding
LAMP2,38.476,37.2026,40.2314,OK,protein_coding
GGNBP2,19.7241,18.9565,20.653,OK,protein_coding
ITGA2B,1.07001,0.884428,1.25514,OK,protein_coding
ASB4,0.0112916,0.0,0.0769142,OK,protein_coding
GDE1,20.6254,18.8548,21.6487,OK,protein_coding
C19orf60,25.122,23.4624,26.8114,OK,protein_coding
CRLF1,5.27526,4.3686,5.35116,OK,protein_coding
OSBPL7,4.99531,4.67276,5.33057,OK,protein_coding
TMEM98,126.443,124.642,131.121,OK,protein_coding
YBX2,0.217669,0.128622,0.316609,OK,protein_coding
MAP3K14,3.40517,3.14016,3.67036,OK,protein_coding
ABCC8,0.301612,0.145421,0.579939,OK,protein_coding
CCL3,0.144792,0.0211559,0.270024,OK,protein_coding
SYNRG,8.72778,8.19295,9.26748,OK,protein_coding
CACNG3,0.0992569,0.0617476,0.141137,OK,protein_coding
TMEM132A,25.3522,23.9822,26.9748,OK,protein_coding
AP2B1,31.4229,31.0474,32.532,OK,protein_coding
TAC1,0.595273,0.361636,0.832627,OK,protein_coding
ZNF263,11.3122,10.3245,11.5266,OK,protein_coding
CX3CL1,7.77426,7.19791,8.37156,OK,protein_coding
SPATA20,35.2413,33.178,37.3917,OK,protein_coding
CACNA1G,6.95126,6.61096,7.3344,OK,protein_coding
TNFRSF12A,2.22115,1.82001,2.62236,OK,protein_coding
DLX6,0.158789,0.0582678,0.259634,OK,protein_coding
MAP3K9,0.15173,0.10725,0.229892,OK,protein_coding
RALA,16.4593,15.5509,17.4329,OK,protein_coding
BAIAP2L1.1,1.33294,1.09869,1.56659,OK,protein_coding
JHDM1D,1.84245,1.61268,2.06956,OK,protein_coding
ETV1,4.96974,4.13476,5.47072,OK,protein_coding
AGK,8.17471,6.36911,7.9376,OK,protein_coding
ALDH3B1,1.69785,1.40455,2.00054,OK,processed_transcript
TTC22,0.281939,0.169276,0.406758,OK,protein_coding
PHTF2,7.66936,7.22832,8.10947,OK,protein_coding
CCL26,0.468311,0.170295,0.766328,OK,protein_coding
FARP2,8.58447,7.62428,9.95703,OK,protein_coding
USH1C,14.1918,13.4155,14.9636,OK,protein_coding
GGCT,12.0813,9.61883,11.5918,OK,protein_coding
DBF4,1.35192,1.08337,1.62064,OK,protein_coding
TBXA2R,1.20159,1.02949,1.37644,OK,protein_coding
IFRD1,18.7822,15.8476,17.9605,OK,protein_coding
COX10,2.75194,2.39299,3.01884,OK,protein_coding
GTF2IRD1,17.0523,16.2283,17.8715,OK,protein_coding
PAF1,29.8553,28.7656,31.2589,OK,protein_coding
VPS41,37.7451,34.2439,39.6523,OK,protein_coding
ARHGAP44,9.91967,9.20428,10.2246,OK,protein_coding
ELAC2,12.7112,11.9737,13.4487,OK,protein_coding
SCIN,0.782273,0.572377,1.00424,OK,protein_coding
ARSD,8.67168,7.95604,9.34694,OK,protein_coding
PNPLA4,6.00993,5.18022,6.85083,OK,protein_coding
MYH13,0.00525158,0.0,0.020282,OK,protein_coding
ADIPOR2,9.36778,8.89968,9.83882,OK,protein_coding
CDKL3,3.69916,2.98634,4.41618,OK,protein_coding
UPP2,0.0540852,0.00676065,0.137444,OK,protein_coding
PRSS21,0.0152186,0.0,0.075825,OK,protein_coding
MARK4,12.3516,11.7573,12.9491,OK,protein_coding
PROM1,16.031,13.576,15.7369,OK,protein_coding
CCDC124,29.9017,22.7088,25.6924,OK,protein_coding
CEACAM21,0.25167,0.0767517,0.478234,OK,protein_coding
PAFAH1B1,23.6085,23.0895,24.5702,OK,protein_coding
NOS2,0.105454,0.0640732,0.147535,OK,protein_coding
DNAH9,0.0448681,0.0249238,0.0794043,OK,protein_coding
KIAA0100,9.94897,9.54068,10.3792,OK,protein_coding
GAS7,24.4223,23.4383,25.6769,OK,protein_coding
TRAPPC6A,7.13947,4.78578,6.41535,OK,protein_coding
MATK,0.184715,0.106934,0.262363,OK,protein_coding
CEACAM7,0.046661,0.0,0.134797,OK,protein_coding
CD79B,2.67358,2.15968,3.18931,OK,protein_coding
SCN4A,0.10396,0.0785252,0.130875,OK,protein_coding
ST7L,9.5873,8.53651,10.7077,OK,protein_coding
TKTL1,0.45351,0.178937,0.727887,OK,protein_coding
PAX6,12.2049,10.9452,13.4963,OK,protein_coding
RPUSD1,6.44197,5.84222,7.0462,OK,protein_coding
RHBDF1,31.8983,28.3548,31.9269,OK,protein_coding
LUC7L,62.7529,55.2703,60.1299,OK,protein_coding
CACNA2D2,5.71398,5.40613,6.02457,OK,protein_coding
BAIAP3,1.061,0.766026,1.35241,OK,protein_coding
C16orf42,20.9299,19.4764,22.4127,OK,protein_coding
PIGQ,22.1368,20.2198,24.0479,OK,protein_coding
CRAMP1L,10.3433,9.17308,11.5287,OK,protein_coding
TEAD3,21.3175,20.3295,22.4406,OK,protein_coding
SELE,0.0186543,0.00373087,0.107534,OK,protein_coding
DNAJC11,10.6263,10.004,11.2499,OK,protein_coding
FMO3,1.28428,1.0013,1.56796,OK,protein_coding
MYLIP,27.4142,26.3107,28.7169,OK,protein_coding
NOX1,0.0599211,0.0,0.232134,OK,protein_coding
E2F2,0.241636,0.155746,0.347005,OK,protein_coding
PSMB1,69.7134,66.5964,73.0761,OK,protein_coding
SYN1,1.06637,0.920343,1.2124,OK,protein_coding
JARID2,3.08625,2.83778,3.34392,OK,protein_coding
CDKL5,1.89174,1.63997,2.13171,OK,protein_coding
CAMK1G,0.134422,0.0361506,0.266459,OK,protein_coding
CDK11A,53.512,50.2106,56.9486,OK,protein_coding
NADK,35.1264,30.3729,33.9825,OK,protein_coding
TFAP2B,52.4502,51.4971,54.6135,OK,protein_coding
TFAP2D,0.0271821,0.0,0.110446,OK,protein_coding
DLEC1,0.280283,0.163029,0.49813,OK,protein_coding
CYTH3,47.3924,45.7893,48.3544,OK,protein_coding
ADAM22,3.47415,3.18431,3.76349,OK,protein_coding
SYPL1,23.4608,22.4694,24.4545,OK,protein_coding
CYB561,3.89811,3.56965,4.2326,OK,protein_coding
SPAG9,48.7165,47.2631,51.2344,OK,protein_coding
CELSR3,0.312934,0.210144,0.427507,OK,protein_coding
AASS,19.1126,18.3466,20.0502,OK,protein_coding
PLEKHG6,0.0317405,0.00509233,0.270632,OK,protein_coding
SS18L2,8.72985,7.77352,9.68658,OK,protein_coding
MPND,6.7492,6.1699,7.32673,OK,protein_coding
MGST1,1.14805,0.482499,1.51959,OK,protein_coding
CRY1,11.483,9.6842,11.1896,OK,protein_coding
PGLYRP1,0.0366831,0.0,0.0717585,OK,protein_coding
NFIX,92.3921,91.6407,95.4994,OK,protein_coding
ST3GAL1,14.3097,13.4922,15.1295,OK,protein_coding
MMP25,0.652308,0.429576,0.875242,OK,protein_coding
IL32,13.3848,11.9506,14.8277,OK,protein_coding
PKD1,83.1784,79.1283,87.4854,OK,protein_coding
MAPK8IP2,0.811695,0.665804,0.957905,OK,protein_coding
MED24,22.6211,20.6994,23.1076,OK,protein_coding
RHOBTB2,8.24251,6.3832,7.95624,OK,protein_coding
HEATR5B,6.51426,6.14452,6.88276,OK,protein_coding
SEC62,51.5884,48.1128,52.2516,OK,protein_coding
RPS20,1251.89,1235.41,1268.39,OK,protein_coding
CSDE1,160.56,155.396,164.713,OK,protein_coding
UBE3C,14.8513,14.1524,15.5501,OK,protein_coding
REV3L,9.06382,8.351,9.48811,OK,protein_coding
ODZ1,1.59113,1.48911,1.78093,OK,protein_coding
PAX7,0.0556712,0.0204364,0.0922043,OK,protein_coding
MASP2,1.74561,1.51372,1.97861,OK,protein_coding
IYD,0.295084,0.160642,0.469035,OK,protein_coding
FAM76A,3.50049,3.04142,3.95917,OK,protein_coding
TRAF3IP3,0.61225,0.399003,0.83024,OK,protein_coding
POMT2,8.18706,7.13815,9.36193,OK,protein_coding
VTA1,12.4315,11.5749,13.3313,OK,protein_coding
MLXIPL,10.9935,9.91037,12.0382,OK,protein_coding
BAZ1B,14.594,14.088,15.2348,OK,protein_coding
RANBP9,18.959,17.6229,19.7838,OK,protein_coding
ETV7,0.0614594,0.0,0.127293,OK,protein_coding
C1orf124,2.4819,2.19188,2.7722,OK,protein_coding
METTL13,9.72651,8.91045,10.5442,OK,protein_coding
DYRK4,29.6003,27.2505,31.9693,OK,protein_coding
ZNF207,43.7639,42.3467,45.7186,OK,protein_coding
UQCRC1,51.1711,48.7866,53.5596,OK,protein_coding
STARD3NL,8.93987,8.22473,9.65945,OK,protein_coding
CD9,81.2524,78.3844,84.7129,OK,protein_coding
HHATL,0.0755854,0.0,0.413054,OK,protein_coding
NCAPD2,17.3962,15.4741,17.6512,OK,protein_coding
IFFO1,17.9088,16.962,18.8698,OK,protein_coding
GIPR,0.0075474,0.0,0.0416642,OK,protein_coding
PHF7,3.93491,2.95389,4.10032,OK,protein_coding
SEMA3G,3.00442,2.62656,3.3856,OK,protein_coding
NISCH,94.5078,88.655,92.9739,OK,protein_coding
STAB1,35.5746,34.0045,37.407,OK,protein_coding
FUZ,23.2981,21.573,24.8038,OK,protein_coding
SLC6A13,0.929731,0.62937,1.23256,OK,protein_coding
IDS,52.6685,51.1041,55.136,OK,protein_coding
PRSS3,0.554754,0.252932,0.865299,OK,protein_coding
ZNF200,1.97314,1.76988,2.17697,OK,protein_coding
CD4,3.78719,3.30781,4.28298,OK,protein_coding
LRRC23,4.56779,3.94107,5.20436,OK,protein_coding
BTK,0.894986,0.657033,1.13245,OK,protein_coding
HFE,4.71294,4.21222,5.2133,OK,protein_coding
SCMH1,27.2547,24.4336,28.2423,OK,protein_coding
FYN,28.2079,26.3784,30.1926,OK,protein_coding
HIVEP2,5.99742,4.41831,7.57631,OK,protein_coding
FMO1,2.52717,2.01787,3.03547,OK,protein_coding
TCEB3,6.27686,5.83329,6.68571,OK,protein_coding
LYPLA2,16.6282,15.4726,17.7792,OK,protein_coding
CLCN6,7.17443,6.59681,7.75897,OK,protein_coding
MRC2,120.949,121.018,124.346,OK,protein_coding
NME2,206.997,203.553,214.866,OK,protein_coding
SLC6A7,0.0550542,0.0,0.130582,OK,protein_coding
TSPAN9,37.1785,36.184,38.8434,OK,protein_coding
BTBD7,7.56764,6.76993,8.36627,OK,protein_coding
APBA3,6.99286,6.49038,7.5093,OK,protein_coding
MKS1,5.00977,4.60474,5.42073,OK,protein_coding
ABHD5,3.9244,3.42545,4.42422,OK,protein_coding
KAL1,1.02929,0.887395,1.1714,OK,protein_coding
AKAP8L,29.7876,26.2023,28.4572,OK,protein_coding
MBTD1,7.44607,6.98609,7.92255,OK,protein_coding
UTP18,8.95674,8.32607,9.58799,OK,protein_coding
RNF216,10.0545,9.64618,10.5987,OK,protein_coding
TTC19,13.2563,12.4682,14.0596,OK,protein_coding
PTBP1,58.1354,57.6524,60.1537,OK,protein_coding
DPF1,0.930159,0.659528,1.23466,OK,protein_coding
SYT7,0.591893,0.468458,0.716102,OK,protein_coding
LARS2,4.96102,4.3921,5.53204,OK,protein_coding
PIK3C2A,13.8988,12.1922,15.6074,OK,protein_coding
PLAUR,1.87115,1.58383,2.15803,OK,protein_coding
ANLN,5.03283,4.45959,5.65132,OK,protein_coding
WIZ,12.5466,12.0294,13.1626,OK,protein_coding
RABGAP1,29.1481,27.9471,30.3409,OK,protein_coding
DCN,2324.1,1947.91,1975.12,OK,protein_coding
QPCTL,4.58008,4.19512,4.96729,OK,protein_coding
PPP5C,26.7788,25.6168,27.9342,OK,protein_coding
CEP68,11.0478,10.2207,11.4315,OK,protein_coding
MAP4K3,16.4093,14.957,17.852,OK,protein_coding
ZBTB32,0.0821111,0.0166888,0.148475,OK,protein_coding
TYROBP,17.0073,15.3043,18.7114,OK,protein_coding
TMEM159,23.2191,22.0351,24.4603,OK,protein_coding
GABRA3,0.143752,0.0699333,0.440091,OK,protein_coding
BRCA1,1.97367,1.52736,2.43409,OK,protein_coding
ERCC1,46.437,42.0942,50.878,OK,protein_coding
CD22,0.692833,0.574829,0.811004,OK,protein_coding
SEMA3B,56.7794,52.8468,56.8927,OK,polymorphic_pseudogene
MBTPS2,6.5836,6.16063,6.93769,OK,protein_coding
PRICKLE3,3.07253,2.64819,3.49899,OK,protein_coding
LTF,0.342765,0.170623,0.601801,OK,protein_coding
EXTL3,7.94484,7.49732,8.39194,OK,protein_coding
ELOVL5,29.7897,28.435,31.3468,OK,protein_coding
ALOX5,2.12438,1.7395,2.50917,OK,protein_coding
KDM5D,14.6316,12.6305,14.6069,OK,protein_coding
CALCOCO1,135.323,133.334,140.285,OK,protein_coding
UBR7,13.1286,12.0618,13.9916,OK,protein_coding
MAP4K5,28.4297,26.5715,30.3344,OK,protein_coding
EHD3,5.88449,5.53499,6.24829,OK,protein_coding
PSMC4,21.6997,20.5093,22.938,OK,protein_coding
MAN2B2,18.5147,17.8679,19.4247,OK,protein_coding
SLC7A14,0.401377,0.136833,0.668397,OK,protein_coding
CLDN11,22.2939,19.237,21.4556,OK,protein_coding
SLC25A39,21.0606,19.8871,22.3109,OK,protein_coding
MVP,27.3944,24.7295,30.1053,OK,protein_coding
NUB1,22.9519,21.4655,24.4474,OK,protein_coding
PGM3,18.665,16.6206,19.9219,OK,protein_coding
RWDD2A,5.49879,4.96769,6.03074,OK,protein_coding
CLK1,130.655,128.177,133.137,OK,protein_coding
POLR3B,1.72938,1.56752,1.88936,OK,protein_coding
ANGEL1,7.01727,6.36781,7.57309,OK,protein_coding
RNF14,18.1099,14.5062,16.9981,OK,protein_coding
DNASE1L1,8.15675,7.2782,9.17143,OK,protein_coding
DDX11,13.3494,11.9289,14.7746,OK,protein_coding
HEBP1,40.7503,33.1467,36.5724,OK,protein_coding
GPRC5A,2.65275,2.22647,3.06743,OK,protein_coding
MAMLD1,2.33491,2.08654,2.58457,OK,protein_coding
CD6,0.569933,0.286701,0.847664,OK,protein_coding
TACC3,7.91193,6.95781,8.73421,OK,protein_coding
UFL1,7.34597,6.91137,7.85528,OK,protein_coding
POLA2,4.52112,3.89118,5.15144,OK,protein_coding
ZC3H3,7.55256,4.62805,5.95377,OK,protein_coding
CAPN1,37.0019,35.0547,39.2191,OK,protein_coding
ACPP,0.107795,0.0139998,0.320478,OK,protein_coding
MDH1,42.4025,40.4319,44.6278,OK,protein_coding
SLC30A9,14.9393,14.0229,15.8684,OK,protein_coding
MTMR11,25.282,24.0736,26.3674,OK,protein_coding
COX15,12.1569,10.3635,12.1569,OK,protein_coding
CCDC88C,1.78161,1.48955,2.07303,OK,protein_coding
YAF2,19.4051,16.2977,22.5033,OK,protein_coding
ZMYND11,30.0634,29.0077,31.3743,OK,protein_coding
WAS,1.79195,1.38026,2.20094,OK,protein_coding
DPEP1,4.33825,3.90812,4.76626,OK,protein_coding
BID,11.805,11.0754,12.5181,OK,protein_coding
MATR3,100.641,97.9961,104.75,OK,protein_coding
NPC1L1,0.0537249,0.0231532,0.0848599,OK,protein_coding
XYLT2,10.4845,9.86965,11.2089,OK,protein_coding
RGPD5,8.5988,6.05508,7.84581,OK,protein_coding
STMN4,1.25701,0.972035,1.54432,OK,protein_coding
NUDCD3,36.9025,33.4866,37.0418,OK,protein_coding
ISL1,0.0587851,0.00534409,0.131007,OK,protein_coding
CHDH,3.3866,3.07246,3.70768,OK,protein_coding
IL20RA,0.127458,0.0599804,0.275903,OK,protein_coding
CLCA4,0.0628771,0.0,0.233656,OK,protein_coding
GLT8D1,63.3284,61.302,66.3794,OK,protein_coding
ATP2C1,22.7357,21.2273,24.2689,OK,protein_coding
SRCIN1,1.60882,1.46102,1.75824,OK,protein_coding
IGF1,12.7967,11.7736,13.854,OK,protein_coding
SLC38A5,4.62105,3.75672,5.46615,OK,protein_coding
MAGIX,2.86543,2.38048,3.35252,OK,protein_coding
RALBP1,15.9628,15.3671,16.6801,OK,protein_coding
RUFY3,20.9135,18.859,22.1098,OK,protein_coding
CNTN1,90.3961,80.497,85.8562,OK,protein_coding
SLC11A1,5.52083,4.44023,6.11429,OK,protein_coding
WWTR1,56.8359,51.0208,54.1489,OK,protein_coding
AGPS,8.44155,7.73322,9.14367,OK,protein_coding
ZNF806,0.0173993,0.0,0.0435536,OK,pseudogene
CXorf56,8.46431,7.67939,9.24922,OK,protein_coding
ATP1A2,15.0383,13.8681,15.7472,OK,protein_coding
TTC27,4.32288,3.96677,4.67884,OK,protein_coding
ZNF582,1.15965,0.924981,1.37561,OK,protein_coding
VSIG2,0.443368,0.269443,0.613925,OK,protein_coding
PHLDB1,59.4403,56.8512,62.5715,OK,protein_coding
MARCO,0.160571,0.0166699,0.311627,OK,protein_coding
CYP24A1,0.100972,0.0222868,0.313518,OK,protein_coding
PRDM11,10.2739,9.39212,11.1653,OK,protein_coding
SYT13,4.22082,3.96892,4.47196,OK,protein_coding
SNAI2,30.9339,29.8118,32.3569,OK,protein_coding
CD74,60.5499,58.1943,63.468,OK,protein_coding
HGF,0.687325,0.390227,0.987338,OK,protein_coding
ZRANB1,9.87711,9.43697,10.2999,OK,protein_coding
NCDN,17.4449,16.6393,18.439,OK,protein_coding
GPR124,85.1037,81.1667,84.2757,OK,protein_coding
CCT8L1P,0.0464028,0.0,0.102502,OK,pseudogene
ZFP64,5.78611,5.30379,6.25324,OK,protein_coding
MNAT1,32.7569,29.0007,36.5217,OK,protein_coding
SAMD4A,10.0968,9.46512,10.7739,OK,protein_coding
RUNX3,0.605949,0.358474,0.860915,OK,protein_coding
MRE11A,5.10332,4.52656,5.44339,OK,protein_coding
PLEKHB1,1.98722,1.61582,2.4012,OK,protein_coding
SERPINB1,16.2882,15.3491,17.2361,OK,protein_coding
CYP3A43,0.222883,0.128708,0.43546,OK,protein_coding
SLC7A9,0.356683,0.230583,0.476538,OK,protein_coding
SPAST,3.39038,3.1593,3.61974,OK,protein_coding
NRXN3,3.95331,3.5331,4.38103,OK,protein_coding
OSBPL5,20.5563,19.1052,21.485,OK,protein_coding
AQR,7.43915,6.7422,8.03113,OK,protein_coding
CPS1,0.611497,0.426747,0.816529,OK,protein_coding
C8B,0.0,0.0,0.147745,OK,protein_coding
FHL1,270.451,268.051,279.082,OK,protein_coding
C20orf43,38.6622,33.4726,36.1681,OK,protein_coding
GABRA1,0.037189,0.0,0.181796,OK,protein_coding
NLRP2,0.417927,0.293918,0.636505,OK,protein_coding
SLC45A4,1.64377,1.39069,1.89688,OK,protein_coding
RNF10,66.6785,63.0093,70.3743,OK,protein_coding
ZNF839,5.61838,4.74409,5.79215,OK,protein_coding
ZDHHC6,20.7459,19.11,22.3841,OK,protein_coding
GRAMD1B,2.38073,2.1792,2.5851,OK,protein_coding
RNH1,73.7773,72.2054,76.8867,OK,protein_coding
NDUFS1,11.6201,10.1554,11.7148,OK,protein_coding
RB1CC1,11.1812,9.89826,11.4982,OK,protein_coding
ERP44,13.8657,12.9632,14.007,OK,protein_coding
ALAS1,8.96306,8.28225,9.69234,OK,protein_coding
BIRC3,0.377908,0.222343,0.541592,OK,protein_coding
AKAP11,5.36919,5.11926,5.56991,OK,protein_coding
GLRX2,3.46091,2.82366,4.10325,OK,protein_coding
SNAPC1,4.76595,4.40358,5.13195,OK,protein_coding
DERA,16.0624,14.9764,17.1483,OK,protein_coding
STRAP,42.0153,40.2747,43.9893,OK,protein_coding
ABCC2,0.500495,0.233189,0.770707,OK,protein_coding
DEF6,3.34284,2.8594,3.82694,OK,protein_coding
PLEKHO1,35.2371,30.7207,34.0722,OK,protein_coding
GCLM,1.56341,1.28144,1.84247,OK,protein_coding
UBR2,6.86854,6.56833,7.18244,OK,protein_coding
EHD2,38.8062,38.2242,40.2857,OK,protein_coding
DEPDC1,1.08649,0.850506,1.32361,OK,protein_coding
CCDC28A,12.2696,11.3448,13.1999,OK,protein_coding
RRAGD,3.32484,2.85987,3.79014,OK,protein_coding
HSF2,6.7269,6.19093,7.26759,OK,protein_coding
PHF20,7.63971,7.24125,8.03882,OK,protein_coding
HSD17B6,4.42346,3.75021,5.12533,OK,protein_coding
NR1H3,17.7116,16.0863,19.3423,OK,protein_coding
TYMP,2.1694,1.7448,2.43831,OK,protein_coding
NCAPH2,15.1309,13.5821,15.5793,OK,protein_coding
TOMM34,8.86668,7.6091,8.93012,OK,protein_coding
SEC63,42.9895,38.8868,42.3256,OK,protein_coding
KPNA6,6.74551,6.48863,7.08572,OK,protein_coding
VIM,885.332,892.44,906.974,OK,protein_coding
RTEL1,4.30289,4.01476,4.60431,OK,protein_coding
FAS,1.83519,1.45806,2.26081,OK,protein_coding
RNASET2,24.5682,22.9966,26.2962,OK,protein_coding
CD44,13.7046,12.3125,15.2239,OK,protein_coding
KCNG1,0.153126,0.0306213,0.327409,OK,protein_coding
AGPAT4,12.7061,11.8045,13.6115,OK,protein_coding
SLAMF7,0.153567,0.0572154,0.30667,OK,protein_coding
BTN3A1,8.8456,7.92409,9.46516,OK,protein_coding
MIPEP,2.32586,1.91363,2.70898,OK,protein_coding
PRKCH,6.46977,6.00421,7.80101,OK,protein_coding
INSRR,0.230958,0.181561,0.280352,OK,protein_coding
IFNGR1,25.6426,24.3579,27.1338,OK,protein_coding
B4GALT7,14.4903,13.7304,15.249,OK,protein_coding
SH2D2A,0.136829,0.0288476,0.273318,OK,protein_coding
